"site","band.pre","band.suf","colors","species","age","sex","date","wing","tarsus","mass","wanderer","recap.2003.nov","resight.2003.nov","recap.2004.jan","resight.2004.jan","recap.2004.feb","resight.2004.feb","recap.2004.nov","resight.2004.nov","recap.2005.jan","resight.2005.jan","recap.2005.feb","resight.2005.feb","recap.2005.nov","resight.2005.nov","recap.2006.jan","resight.2006.jan","recap.2006.feb","resight.2006.feb","recap.2006.nov","resight.2006.nov","recap.2007.jan","resight.2007.jan","recap.2007.feb","resight.2007.feb","recap.2007.nov","resight.2007.nov","recap.2008.jan","resight.2008.jan","date2","year","month","day","notes","year.num","site.age.init","site.age","band","status"
"El Corral","2250","78468","X-","YFGR","HY",NA,"24-Nov-04",48,15.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-24,"2004",11,24,NA,2004,20,21,"2250-78468","res"
"El Corral","2250","78469","X-","YFGR","AHY","F","24-Nov-04",49,16.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-24,"2004",11,24,NA,2004,20,21,"2250-78469","res"
"El Corral","2220","95983","X-","YFGR","AHY","M","19-Jan-05",50,15.8,8.6,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-19,"2005",1,19,NA,2005,20,22,"2220-95983","res"
"El Corral","2220","95985","X-","YFGR","HY","M","19-Jan-05",50.5,17,8.6,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-19,"2005",1,19,NA,2005,20,22,"2220-95985","res"
"El Corral","2220","95987","X-","YFGR","AHY","M","19-Jan-05",50,15.2,8.3,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-19,"2005",1,19,NA,2005,20,22,"2220-95987","res"
"El Corral",NA,"405","X-","YFGR","HY","M","16-Feb-05",50,16,8.9,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-16,"2005",2,16,NA,2005,20,22,"NA-405","res"
"El Corral",NA,"407","X-","YFGR","HY","M","17-Feb-05",51.5,16.6,9.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-17,"2005",2,17,NA,2005,20,22,"NA-407","res"
"El Corral",NA,"410","X-","YFGR","AHY","F","18-Feb-05",48,16,8.7,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-18,"2005",2,18,NA,2005,20,22,"NA-410","res"
"El Corral",NA,"411","X-","YFGR","AHY","F","18-Feb-05",47.5,15.5,7.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-18,"2005",2,18,NA,2005,20,22,"NA-411","res"
"El Corral",NA,"415","X-","YFGR","HY","F","20-Feb-05",47,15.3,8.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-20,"2005",2,20,NA,2005,20,22,"NA-415","res"
"El Corral",NA,"478","X-","YFGR","HY","M","23-Nov-05",50,15.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-23,"2005",11,23,NA,2005,20,22,"NA-478","res"
"El Corral",NA,"482","X-","YFGR","HY","M","24-Nov-05",49.5,16.2,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-24,"2005",11,24,NA,2005,20,22,"NA-482","res"
"El Corral",NA,"484","X-","YFGR","HY","F","24-Nov-05",46,16,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-24,"2005",11,24,NA,2005,20,22,"NA-484","res"
"El Corral","2430","14044","X-","YFGR","HY","M","23-Dec-05",49,16,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-23,"2005",12,23,NA,2005,20,22,"2430-14044","res"
"El Corral","2430","14083","X-","YFGR","AHY","M","22-Jan-06",50,16.6,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-22,"2006",1,22,NA,2006,20,23,"2430-14083","res"
"El Corral","2430","14085","X-","YFGR","HY","M","23-Jan-06",50,15.7,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-23,"2006",1,23,NA,2006,20,23,"2430-14085","res"
"El Corral","2430","14122","X-","YFGR","AHY","M","23-Feb-06",50.5,15.9,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-23,"2006",2,23,NA,2006,20,23,"2430-14122","res"
"El Corral","2430","14205","X-","YFGR","HY","F","2-Dec-06",48,16,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-02,"2006",12,2,NA,2006,20,23,"2430-14205","res"
"El Corral","2430","14208","X-","YFGR","HY","M","3-Dec-06",49,16.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-03,"2006",12,3,NA,2006,20,23,"2430-14208","res"
"El Corral","2430","14210","X-","YFGR","AHY","M","4-Dec-06",50.5,17.1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-04,"2006",12,4,NA,2006,20,23,"2430-14210","res"
"El Corral","2430","14211","X-","YFGR","HY",NA,"4-Dec-06",47,15,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-04,"2006",12,4,NA,2006,20,23,"2430-14211","res"
"El Corral","2430","14215","X-","YFGR","HY","F","5-Dec-06",48.5,15.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"2430-14215","res"
"El Corral","2430","14217","X-","YFGR","HY","F","5-Dec-06",48.5,14.8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"2430-14217","res"
"El Corral","2430","14220","X-","YFGR","AHY","M","6-Dec-06",49,15.9,8.6,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2006-12-06,"2006",12,6,NA,2006,20,23,"2430-14220","res"
"El Corral","2430","14287","X-","YFGR","AHY","F","20-Jan-07",48.5,16.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-20,"2007",1,20,NA,2007,20,24,"2430-14287","res"
"El Corral","2430","14288","X-","YFGR","AHY","F","20-Jan-07",48,15.7,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-20,"2007",1,20,NA,2007,20,24,"2430-14288","res"
"El Corral","2430","14295","X-","YFGR","AHY","M","23-Jan-07",50,16.1,8.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"2430-14295","res"
"El Corral","2430","14296","X-","YFGR","AHY","M","23-Jan-07",50,15.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"2430-14296","res"
"El Corral","2430","14299","X-","YFGR","HY","F","23-Jan-07",48.5,16.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"2430-14299","res"
"El Corral","2430","14300","X-","YFGR","HY","M","23-Jan-07",46,16.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"2430-14300","res"
"El Corral","2430","14303","X-","YFGR","HY","M","24-Jan-07",48.5,16.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-24,"2007",1,24,NA,2007,20,24,"2430-14303","res"
"El Corral","2430","14304","X-","YFGR","HY",NA,"24-Jan-07",46.5,16.1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-24,"2007",1,24,NA,2007,20,24,"2430-14304","res"
"El Corral","2430","14363","X-","YFGR","AHY","F","27-Feb-07",49,16.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-27,"2007",2,27,NA,2007,20,24,"2430-14363","res"
"El Corral","2430","14367","X-","YFGR","AHY","M","1-Mar-07",48,16.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"2430-14367","res"
"El Corral","2430","14368","X-","YFGR","HY","F","1-Mar-07",46.5,15.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"2430-14368","res"
"El Corral","2430","14371","X-","YFGR","HY","F","1-Mar-07",48,16.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"2430-14371","res"
"La Caoba","2240","21513","BY-XW","AMRE","AHY","F","10-Nov-03",59.5,17.8,7.9,NA,NA,NA,"X",NA,NA,NA,NA,NA,"Cue/Cao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,5,5,"2240-21513","mig"
"La Caoba","2240","21515","YW-BX","AMRE","AHY","F","10-Nov-03",58,17,7.7,NA,"X","X",NA,NA,"X","X",NA,NA,NA,NA,NA,"Caoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,5,5,"2240-21515","mig"
"La Caoba","2240","21519","RX-YB","AMRE","AHY","M","11-Nov-03",61.5,16.7,7.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2240-21519","mig"
"La Caoba","2240","21522","WX-YB","AMRE","AHY","F","11-Nov-03",59.5,16.9,7.5,NA,NA,"X",NA,NA,NA,NA,"Caoba",NA,NA,NA,NA,NA,"Caoba",NA,"Caoba",NA,NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2240-21522","mig"
"La Caoba","2240","21526","BX-RR","AMRE","AHY","F","12-Nov-03",57.5,16.7,5.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2240-21526","mig"
"La Caoba","2240","21527","BR-WX","AMRE","AHY","F","12-Nov-03",58.5,16.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2240-21527","mig"
"La Caoba","2240","21528","XB-WW","AMRE","AHY","F","12-Nov-03",60.5,16.8,6.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2240-21528","mig"
"La Caoba","2240","21550","XW-WW","AMRE","AHY",NA,"7-Jan-04",62.5,17.5,6.4,NA,"n/a","n/a",NA,NA,"X","X",NA,"Cueva","Cueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-07,"2004",1,7,NA,2004,5,6,"2240-21550","mig"
"La Caoba","2240","21552","YB-XR","AMRE","HY","F","7-Jan-04",61,17.5,6.8,"W","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-07,"2004",1,7,NA,2004,5,6,"2240-21552","mig"
"La Caoba","2240","21591","YX-BW","AMRE","HY",NA,"12-Nov-04",59.5,17.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,5,6,"2240-21591","mig"
"La Caoba","2240","21593","WY-WX","AMRE","HY","M","12-Nov-04",60.5,17,7.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,5,6,"2240-21593","mig"
"La Caoba","2240","21597","XR-RB","AMRE","HY",NA,"14-Nov-04",60,17.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-14,"2004",11,14,NA,2004,5,6,"2240-21597","mig"
"La Caoba","2240","21598","XR-YB","AMRE","HY","M","14-Nov-04",61,17.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-14,"2004",11,14,NA,2004,5,6,"2240-21598","mig"
"La Caoba","2240","21599","XR-BY","AMRE","HY","F","14-Nov-04",59.5,17.3,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2004-11-14,"2004",11,14,NA,2004,5,6,"2240-21599","mig"
"La Caoba","2240","21801","XR-BW","AMRE","HY","F","15-Nov-04",58,17.6,7.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-15,"2004",11,15,NA,2004,5,6,"2240-21801","mig"
"La Caoba","2240","21830","XY-WW","AMRE","HY","M","8-Jan-05",61,16.8,6.5,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-08,"2005",1,8,NA,2005,5,7,"2240-21830","mig"
"La Caoba","2240","21831","RX-BW","AMRE","HY",NA,"8-Jan-05",58,16,5.9,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-08,"2005",1,8,NA,2005,5,7,"2240-21831","mig"
"La Caoba","2240","21832","XB-BW","AMRE","HY","F","9-Jan-05",56,16.4,6.5,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-09,"2005",1,9,NA,2005,5,7,"2240-21832","mig"
"La Caoba","2240","21856","XY-WY","AMRE","AHY","M","11-Feb-05",62.5,17.3,7,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-11,"2005",2,11,NA,2005,5,7,"2240-21856","mig"
"La Caoba","2240","21885","BR-XW","AMRE","AHY","F","14-Nov-05",59,16.8,6.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,5,7,"2240-21885","mig"
"La Caoba","2240","21901","WR-XR","AMRE","AHY","F","16-Dec-05",59.5,16.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-16,"2005",12,16,NA,2005,5,7,"2240-21901","mig"
"La Caoba","2240","21930","BX-BR","AMRE","AHY","F","24-Nov-06",59.5,17.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2240-21930","mig"
"La Caoba","2240","21931","XB-WB","AMRE","HY",NA,"24-Nov-06",59,16.6,6.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2240-21931","mig"
"La Caoba","2240","21932","RR-RX","AMRE","HY",NA,"24-Nov-06",58.5,16.9,6.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2240-21932","mig"
"La Caoba","2240","21933","XY-YR","AMRE","HY",NA,"24-Nov-06",57.5,16.4,6.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2240-21933","mig"
"La Caoba","2240","21936","YR-XY","AMRE","HY","F","25-Nov-06",59,17.6,7,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-25,"2006",11,25,NA,2006,5,8,"2240-21936","mig"
"La Caoba","2240","21938","XY-YB","AMRE","HY",NA,"26-Nov-06",58,16.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X","X",NA,NA,NA,NA,NA,2006-11-26,"2006",11,26,NA,2006,5,8,"2240-21938","mig"
"La Caoba","2240","21940","RX-WB","AMRE","HY","M","27-Nov-06",60,17.2,7.7,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-27,"2006",11,27,NA,2006,5,8,"2240-21940","mig"
"La Caoba","2240","21941","RR-BX","AMRE","AHY","F","28-Nov-06",56.5,17,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,2006-11-28,"2006",11,28,NA,2006,5,8,"2240-21941","mig"
"La Caoba","2240","21951","YB-XY","AMRE","HY","F","14-Jan-07",59,17.4,6.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2240-21951","mig"
"La Caoba","2240","21965","XW-RW","AMRE","HY","M","18-Feb-07",60.5,16.6,6.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-18,"2007",2,18,NA,2007,5,9,"2240-21965","mig"
"La Caoba","2240","21967","RX-YR","AMRE","AHY","F","22-Feb-07",56.5,17.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,"X",NA,2007-02-22,"2007",2,22,NA,2007,5,9,"2240-21967","mig"
"La Caoba","4A","250","X-R","ANPI","AHY","M","22-Feb-04",65,17.5,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-22,"2004",2,22,NA,2004,5,6,"4A-250",NA
"La Caoba","4A","396","X-G","ANPI","AHY","F","24-Nov-06",72.5,19.2,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"4A-396",NA
"La Caoba","2250","78560","X-","BANA","HY",NA,"10-Nov-03",54.5,16.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,5,5,"2250-78560","res"
"La Caoba","2250","78606","X-","BANA","HY",NA,"11-Nov-03",56,16.7,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78606","res"
"La Caoba","2250","78619","X-","BANA","HY",NA,"12-Nov-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2250-78619","res"
"La Caoba","2250","78622","X-","BANA","AHY",NA,"12-Nov-03",52,15.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2250-78622","res"
"La Caoba","2250","78623","X-","BANA","HY",NA,"12-Nov-03",52,15.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2250-78623","res"
"La Caoba","2250","78689","X-","BANA","HY",NA,"6-Jan-04",52.5,15.5,7.6,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,5,6,"2250-78689","res"
"La Caoba","2250","78691","X-","BANA","HY",NA,"6-Jan-04",53.5,15.8,7.4,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,5,6,"2250-78691","res"
"La Caoba","2280","33202","X-","BANA","HY",NA,"7-Jan-04",51.5,15.8,7.4,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-07,"2004",1,7,NA,2004,5,6,"2280-33202","res"
"La Caoba","2280","33253","X-","BANA","HY",NA,"21-Feb-04",52.5,15.3,8.3,"P","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,"Morelia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-21,"2004",2,21,NA,2004,5,6,"2280-33253","res"
"La Caoba","2280","33256","X-","BANA","AHY",NA,"21-Feb-04",50.5,15,7.4,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-21,"2004",2,21,NA,2004,5,6,"2280-33256","res"
