"site","band.pre","band.suf","colors","species","age","sex","date","wing","tarsus","mass","wanderer","recap.2003.nov","resight.2003.nov","recap.2004.jan","resight.2004.jan","recap.2004.feb","resight.2004.feb","recap.2004.nov","resight.2004.nov","recap.2005.jan","resight.2005.jan","recap.2005.feb","resight.2005.feb","recap.2005.nov","resight.2005.nov","recap.2006.jan","resight.2006.jan","recap.2006.feb","resight.2006.feb","recap.2006.nov","resight.2006.nov","recap.2007.jan","resight.2007.jan","recap.2007.feb","resight.2007.feb","recap.2007.nov","resight.2007.nov","recap.2008.jan","resight.2008.jan","date2","year","month","day","notes","year.num","site.age.init","site.age","band","status"
"La Cueva","2370","3828","X-","BANA","AHY",NA,"7-Feb-05",49.5,15.1,7.4,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3828","res"
"La Cueva","2370","3829","X-","BANA","AHY",NA,"7-Feb-05",55.5,16.1,8.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3829","res"
"La Cueva","2370","3833","X-","BANA","HY",NA,"7-Feb-05",50.5,15.9,6.6,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3833","res"
"La Cueva",NA,"418","X-","BANA","HY",NA,"10-Nov-05",53,16.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"NA-418","res"
"La Cueva",NA,"419","X-","BANA","AHY",NA,"10-Nov-05",54,15.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"NA-419","res"
"La Cueva",NA,"420","X-","BANA","HY",NA,"10-Nov-05",50.5,15.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"NA-420","res"
"La Cueva",NA,"424","X-","BANA","HY",NA,"11-Nov-05",50.5,16,7.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"NA-424","res"
"La Cueva",NA,"429","X-","BANA","HY",NA,"12-Nov-05",51.5,15.3,7.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-12,"2005",11,12,NA,2005,2,4,"NA-429","res"
"La Cueva",NA,"434","X-","BANA","HY",NA,"13-Nov-05",52,15.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-13,"2005",11,13,NA,2005,2,4,"NA-434","res"
"La Cueva",NA,"435","X-","BANA","HY",NA,"13-Nov-05",51,15.8,NA,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-13,"2005",11,13,NA,2005,2,4,"NA-435","res"
"La Cueva",NA,"440","X-","BANA","AHY",NA,"14-Nov-05",56,15.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,2,4,"NA-440","res"
"La Cueva",NA,"487","X-","BANA","HY",NA,"11-Dec-05",53.5,15.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"NA-487","res"
"La Cueva",NA,"492","X-","BANA","HY",NA,"11-Dec-05",55.5,16.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"NA-492","res"
"La Cueva",NA,"493","X-","BANA","AHY",NA,"11-Dec-05",55.5,14.7,6.3,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"NA-493","res"
"La Cueva",NA,"495","X-","BANA","AHY",NA,"12-Dec-05",56.5,15.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-12,"2005",12,12,NA,2005,2,4,"NA-495","res"
"La Cueva",NA,"496","X-","BANA","AHY",NA,"12-Dec-05",51,14.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-12,"2005",12,12,NA,2005,2,4,"NA-496","res"
"La Cueva",NA,"498","X-","BANA","HY",NA,"13-Dec-05",52,15.1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-13,"2005",12,13,NA,2005,2,4,"NA-498","res"
"La Cueva",NA,"499","X-","BANA","HY",NA,"13-Dec-05",51.5,14.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-13,"2005",12,13,NA,2005,2,4,"NA-499","res"
"La Cueva","2430","14001","X-","BANA","HY",NA,"13-Dec-05",54,15.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-13,"2005",12,13,NA,2005,2,4,"2430-14001","res"
"La Cueva","2430","14052","X-","BANA","AHY",NA,"10-Jan-06",49.5,14.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-10,"2006",1,10,NA,2006,2,5,"2430-14052","res"
"La Cueva","2430","14062","X-","BANA","AHY",NA,"12-Jan-06",52,14.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-12,"2006",1,12,NA,2006,2,5,"2430-14062","res"
"La Cueva","2430","14064","X-","BANA","AHY",NA,"13-Jan-06",53,14.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-13,"2006",1,13,NA,2006,2,5,"2430-14064","res"
"La Cueva","2430","14089","X-","BANA","HY",NA,"11-Feb-06",55.5,15.1,8.6,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-11,"2006",2,11,NA,2006,2,5,"2430-14089","res"
"La Cueva","2430","14091","X-","BANA","HY",NA,"11-Feb-06",52.5,15.3,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-11,"2006",2,11,NA,2006,2,5,"2430-14091","res"
"La Cueva","2430","14093","X-","BANA","AHY",NA,"12-Feb-06",50.5,14.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-12,"2006",2,12,NA,2006,2,5,"2430-14093","res"
"La Cueva","2430","14095","X-","BANA","AHY",NA,"12-Feb-06",54,15.9,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-12,"2006",2,12,NA,2006,2,5,"2430-14095","res"
"La Cueva","2430","14096","X-","BANA","AHY",NA,"12-Feb-06",53,14.9,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-12,"2006",2,12,NA,2006,2,5,"2430-14096","res"
"La Cueva","2430","14133","X-","BANA","HY",NA,"21-Nov-06",50,15.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"2430-14133","res"
"La Cueva","2430","14135","X-","BANA","AHY",NA,"21-Nov-06",52.5,15.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"2430-14135","res"
"La Cueva","2430","14141","X-","BANA","AHY",NA,"22-Nov-06",51,16,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-22,"2006",11,22,NA,2006,2,5,"2430-14141","res"
"La Cueva","2430","14149","X-","BANA","HY",NA,"23-Nov-06",50,15.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-23,"2006",11,23,NA,2006,2,5,"2430-14149","res"
"La Cueva","2430","14151","X-","BANA","HY",NA,"23-Nov-06",54,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-23,"2006",11,23,NA,2006,2,5,"2430-14151","res"
"La Cueva","2430","14222","X-","BANA","AHY",NA,"8-Jan-07",55.5,16.2,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-08,"2007",1,8,NA,2007,2,6,"2430-14222","res"
"La Cueva","2430","14223","X-","BANA","AHY",NA,"8-Jan-07",50.5,15.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-08,"2007",1,8,NA,2007,2,6,"2430-14223","res"
"La Cueva","2430","14225","X-","BANA","AHY",NA,"8-Jan-07",53,14.9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-08,"2007",1,8,NA,2007,2,6,"2430-14225","res"
"La Cueva","2430","14226","X-","BANA","HY",NA,"8-Jan-07",51.5,15.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-08,"2007",1,8,NA,2007,2,6,"2430-14226","res"
"La Cueva","2430","14230","X-","BANA","HY",NA,"9-Jan-07",52.5,15.4,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-09,"2007",1,9,NA,2007,2,6,"2430-14230","res"
"La Cueva","2430","14231","X-","BANA","AHY",NA,"9-Jan-07",51.5,15,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-09,"2007",1,9,NA,2007,2,6,"2430-14231","res"
"La Cueva","2430","14232","X-","BANA","AHY",NA,"9-Jan-07",51,15.2,7.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,2007-01-09,"2007",1,9,NA,2007,2,6,"2430-14232","res"
"La Cueva","2430","14233","X-","BANA","AHY",NA,"9-Jan-07",49,15.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-09,"2007",1,9,NA,2007,2,6,"2430-14233","res"
"La Cueva","2430","14234","X-","BANA","HY",NA,"9-Jan-07",57.5,16.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-09,"2007",1,9,NA,2007,2,6,"2430-14234","res"
"La Cueva","2430","14305","X-","BANA","AHY",NA,"14-Feb-07",57.5,17.2,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-14,"2007",2,14,NA,2007,2,6,"2430-14305","res"
"La Cueva","2430","14309","X-","BANA","AHY",NA,"14-Feb-07",53,15.5,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-14,"2007",2,14,NA,2007,2,6,"2430-14309","res"
"La Cueva","2430","14310","X-","BANA","AHY",NA,"14-Feb-07",50.5,14.8,7.7,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,"X",NA,NA,NA,2007-02-14,"2007",2,14,NA,2007,2,6,"2430-14310","res"
"La Cueva","2430","14314","X-","BANA","HY",NA,"15-Feb-07",48.5,14.5,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-15,"2007",2,15,NA,2007,2,6,"2430-14314","res"
"La Cueva","2430","14316","X-","BANA","HY",NA,"15-Feb-07",53,15.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-15,"2007",2,15,NA,2007,2,6,"2430-14316","res"
"La Cueva","2430","14322","X-","BANA","AHY",NA,"16-Feb-07",50.5,15.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-16,"2007",2,16,NA,2007,2,6,"2430-14322","res"
"La Cueva","2430","14324","X-","BANA","AHY",NA,"16-Feb-07",55.5,16.8,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-16,"2007",2,16,NA,2007,2,6,"2430-14324","res"
"La Cueva","2430","14328","X-","BANA","HY",NA,"17-Feb-07",52.5,16.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-17,"2007",2,17,NA,2007,2,6,"2430-14328","res"
"La Cueva","2430","14333","X-","BANA","HY",NA,"18-Feb-07",51.5,15.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-18,"2007",2,18,NA,2007,2,6,"2430-14333","res"
"La Cueva","2280","33242","R-X","BAWW","AHY","M","19-Feb-04",68.5,17.5,9.4,"W","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-19,"2004",2,19,NA,2004,2,3,"2280-33242","mig"
"La Cueva","2280","33297","B-X","BAWW","HY","M","8-Nov-04",67,17.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-08,"2004",11,8,NA,2004,2,3,"2280-33297","mig"
"La Cueva",NA,"423","YX-WY","BAWW","AHY","M","11-Nov-05",66,17.2,9.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"NA-423","mig"
"La Cueva","2430","14010","YX-WR","BAWW","HY","F","15-Dec-05",69,17.4,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,2005-12-15,"2005",12,15,NA,2005,2,4,"2430-14010","mig"
"La Cueva","2430","14139","YX-WW","BAWW","HY","F","22-Nov-06",64.5,17.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2006-11-22,"2006",11,22,NA,2006,2,5,"2430-14139","mig"
"La Cueva","2430","14145","WX-BW","BAWW","HY","M","22-Nov-06",61.5,16.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,"X",NA,NA,NA,NA,2006-11-22,"2006",11,22,NA,2006,2,5,"2430-14145","mig"
"La Cueva","2430","14320","WX-WW","BAWW","HY","F","16-Feb-07",65,16.8,9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-16,"2007",2,16,NA,2007,2,6,"2430-14320","mig"
"La Cueva","4A","200","RX-BR","BCPT","AHY",NA,"8-Nov-03",86.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"4A-200","res"
"La Cueva","4A","201","YX-BR","BCPT","HY",NA,"8-Nov-03",81.5,24.3,26.6,"P",NA,NA,NA,NA,NA,"X",NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"4A-201","res"
"La Cueva","4A","202","WX-BR","BCPT","AHY",NA,"8-Nov-03",90,24.4,27.3,"P",NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"4A-202","res"
"La Cueva","4A","203","WB-YX","BCPT","HY",NA,"8-Nov-03",82.5,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"4A-203","res"
"La Cueva","4A","204","RB-WX","BCPT","HY",NA,"8-Nov-03",82,24.9,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"4A-204","res"
"La Cueva","4A","205","BW-WX","BCPT","HY",NA,"8-Nov-03",82,24,27.3,"P",NA,"X",NA,NA,NA,NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"4A-205","res"
"La Cueva","4A","206","XB-WR","BCPT","AHY",NA,"9-Nov-03",85,23.9,27.3,"P",NA,NA,NA,NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"4A-206","res"
"La Cueva","4A","207","BX-WW","BCPT","AHY",NA,"9-Nov-03",89,24.8,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"4A-207","res"
"La Cueva","4A","208","BY-RX","BCPT","AHY",NA,"9-Nov-03",86,24.2,25.9,"P",NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"4A-208","res"
"La Cueva","4A","209","BX-YW","BCPT","HY",NA,"9-Nov-03",82,23,28.1,"P",NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"4A-209","res"
"La Cueva","4A","210","BY-YX","BCPT","AHY",NA,"10-Nov-03",88,23.2,26.9,"P",NA,"X","X","X","X","X",NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,2003-11-10,"2003",11,10,NA,2003,2,2,"4A-210","res"
"La Cueva","4A","232","XW-YB","BCPT","AHY",NA,"3-Jan-04",88.5,22.3,26.8,"P","n/a","n/a",NA,NA,"X",NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"Morelia",NA,NA,NA,NA,NA,NA,2004-01-03,"2004",1,3,NA,2004,2,3,"4A-232","res"
"La Cueva","4A","233","RR-XB","BCPT","AHY",NA,"5-Jan-04",90,24.1,25.6,"P","n/a","n/a",NA,NA,NA,NA,"Cueva",NA,NA,NA,"Cueva",NA,"Caoba",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-05,"2004",1,5,NA,2004,2,3,"4A-233","res"
"La Cueva","4A","209","BX-YW","BCPT","HY",NA,"6-Jan-04",83,23.9,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,2,3,"4A-209","res"
"La Cueva","4A","259","WR-WX","BCPT","HY",NA,"8-Nov-04",82,21.5,32.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuera","X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-08,"2004",11,8,NA,2004,2,3,"4A-259","res"
"La Cueva","4A","260","BR-XB","BCPT","HY",NA,"9-Nov-04",85,24.3,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-09,"2004",11,9,NA,2004,2,3,"4A-260","res"
"La Cueva","4A","261","BX-BW","BCPT","AHY",NA,"9-Nov-04",89,23.8,35.1,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,2004-11-09,"2004",11,9,NA,2004,2,3,"4A-261","res"
"La Cueva","4A","262","YY-XW","BCPT","HY",NA,"9-Nov-04",87.5,23.2,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-09,"2004",11,9,NA,2004,2,3,"4A-262","res"
"La Cueva","4A","263","WW-XR","BCPT","HY",NA,"9-Nov-04",88,23.4,28.5,"P",NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-09,"2004",11,9,NA,2004,2,3,"4A-263","res"
"La Cueva","4A","264","XR-YW","BCPT","HY",NA,"10-Nov-04",83.5,24.1,29.7,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,2004-11-10,"2004",11,10,NA,2004,2,3,"4A-264","res"
"La Cueva","4A","266","BR-BX","BCPT","AHY",NA,"11-Nov-04",87,23.4,25.2,"P",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-11,"2004",11,11,NA,2004,2,3,"4A-266","res"
"La Cueva","4A","267","WX-RB","BCPT","AHY",NA,"11-Nov-04",90,23.3,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-11,"2004",11,11,NA,2004,2,3,"4A-267","res"
"La Cueva","4A","283","RW-XR","BCPT","HY",NA,"4-Jan-05",87,23,29,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2005-01-04,"2005",1,4,NA,2005,2,4,"4A-283","res"
