# Mencia pasture succession bird captures 2003-2004 Dominican Republic,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2003-04 All Captures.xls""",,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018,,,,,,,,,,,,
# Note that this is the only year w/morphometric data,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC
1791,50679,X-,GABU,HY,F,La Caoba,22-Feb-04,68,20.7,19.5,,
1791,50680,X-,GABU,HY,M,La Caoba,23-Feb-04,71,20.2,20.4,,
1791,50681,X-,GABU,HY,M,La Caoba,23-Feb-04,70.5,21.2,21.7,,
1791,50682,X-,GABU,HY,M,La Caoba,23-Feb-04,70,20.3,20.7,,
1781,50322,X-,GRAK,AHY,,La Caoba,21-Feb-04,115,19.7,45.7,,
1781,50323,X-,GRAK,AHY,,La Caoba,21-Feb-04,110,19.2,45.1,,
3A,204,YX-RB,GRWA,AHY,,La Caoba,10-Nov-03,59.5,20.2,12.5,,
3A,204,YX-RB,GRWA,AHY,,La Caoba,6-Jan-04,60,20.5,12.1,,
3A,205,YX-BY,GRWA,HY,,La Caoba,10-Nov-03,59.5,20.8,11.4,,
3A,206,X-Y,GRWA,AHY,,La Caoba,10-Nov-03,64.5,22.3,13.3,,
3A,207,RX-YB,GRWA,HY,,La Caoba,11-Nov-03,59,20.3,10.9,,
3A,208,XB-WW,GRWA,HY,,La Caoba,12-Nov-03,60,19.9,11.7,,
3A,218,RR-XB,GRWA,AHY,,La Caoba,6-Jan-04,60,21.3,11.7,,
3A,222,XR-RR,GRWA,AHY,,La Caoba,22-Feb-04,59.5,21.6,12,,
3A,223,XY-YR,GRWA,HY,,La Caoba,22-Feb-04,55.5,20.9,12.2,,
3A,224,XY-YW,GRWA,HY,,La Caoba,23-Feb-04,57,22.5,11.9,,
3A,225,XY-YY,GRWA,HY,,La Caoba,23-Feb-04,55,21.2,12.4,,
3A,226,YX-YY,GRWA,AHY,,La Caoba,23-Feb-04,63,20.7,12.1,,
8A,8,X-,HLCU,AHY,,La Caoba,10-Nov-03,134,37.8,,,
8A,9,X-,HLCU,,,La Caoba,11-Nov-03,128,35.9,,,
8A,17,X-,HLCU,HY,,La Caoba,6-Jan-04,126,34.6,79.2,,
8A,21,X-,HLCU,AHY,,La Caoba,21-Feb-04,133,35.4,88.4,,
8A,22,X-,HLCU,AHY,,La Caoba,21-Feb-04,129.5,36.7,83.1,,
2250,78593,X-,HOWA,HY,F,La Caoba,11-Nov-03,63,20.2,8.5,0,0
1781,50302,X-,NOMO,AHY,,La Caoba,10-Nov-03,102.5,29.7,39.5,,
1781,50302,X-,NOMO,AHY,,La Caoba,12-Nov-03,,,,,
1781,50303,X-,NOMO,AHY,,La Caoba,10-Nov-03,96,31.9,41.6,,
1781,50304,X-,NOMO,AHY,,La Caoba,10-Nov-03,98,31,39.9,,
1781,50304,X-,NOMO,AHY,,La Caoba,23-Feb-04,98,31,37.1,,
1781,50305,X-,NOMO,AHY,,La Caoba,11-Nov-03,96,30.7,41.8,,
1781,50305,X-,NOMO,AHY,,La Caoba,6-Jan-04,96,30.7,39,,
1781,50306,X-,NOMO,AHY,,La Caoba,12-Nov-03,103,29.3,42.2,,
1781,50321,X-,NOMO,AHY,,La Caoba,21-Feb-04,95.5,30.5,41.9,,
1781,50324,X-,NOMO,AHY,,La Caoba,22-Feb-04,100,31.2,41,,
1771,12103,X-,OVEN,HY,F,La Caoba,10-Nov-03,69,22.7,18.8,3,1
1771,12103,X-,OVEN,HY,,La Caoba,6-Jan-04,72,23.4,17.7,1,2
1771,12104,X-,OVEN,AHY,,La Caoba,10-Nov-03,74,22.4,17.7,0,0
1771,12104,X-,OVEN,AHY,,La Caoba,21-Feb-04,72,23,16.5,1,0
1771,12105,X-,OVEN,AHY,,La Caoba,11-Nov-03,72,21.4,17.9,0,2
1771,12106,X-,OVEN,AHY,,La Caoba,12-Nov-03,70.5,21.9,18.3,0,2
1771,12134,X-,OVEN,AHY,,La Caoba,7-Jan-04,75,22.4,19.8,0,2
1771,12147,XY-YY,OVEN,HY,,La Caoba,22-Feb-04,72,22.1,19.4,1,1
1771,12148,YR-BX,OVEN,HY,,La Caoba,22-Feb-04,70,21.9,17.8,2,1
1771,12149,RR-RX,OVEN,HY,,La Caoba,23-Feb-04,72.5,23.2,18.8,1,0
4A,216,X-Y,PALM,AHY,,La Caoba,11-Nov-03,90,22.8,42.7,WT?,
2280,33259,XY-RR,PAWA,AHY,,La Caoba,21-Feb-04,64,20.8,9.2,2,0
2280,33272,BR-RX,PAWA,AHY,,La Caoba,22-Feb-04,62,20.6,8.6,1,2
2280,33273,RX-RY,PAWA,AHY,,La Caoba,23-Feb-04,62.5,19.6,8.7,1,1
2280,33278,RX-RR,PAWA,AHY,,La Caoba,23-Feb-04,61,19.5,8.4,1,0
2250,78581,RX-YB,PAWA,HY,,La Caoba,11-Nov-03,48.5,20.1,9,1,2
2250,78589,YX-BW,PAWA,AHY,,La Caoba,11-Nov-03,67,20.7,9.2,0,0
2250,78603,WR-BX,PAWA,HY,,La Caoba,11-Nov-03,62.5,20.5,9.7,3,2
2250,78690,RR-XY,PAWA,AHY,,La Caoba,6-Jan-04,63,18.6,9.2,2,2
2250,78698,YY-XW,PAWA,HY,,La Caoba,7-Jan-04,59.5,18.5,8.8,0,0
2240,21514,RX-YB,PRAW,AHY,F,La Caoba,10-Nov-03,55,17.9,7.4,3,2
2240,21516,X-R,PRAW,AHY,F,La Caoba,10-Nov-03,51.5,17.4,6.4,3,2
2240,21518,RX-YB,PRAW,HY,F,La Caoba,11-Nov-03,51,15.8,6.5,1,2
2240,21520,YX-BW,PRAW,HY,F,La Caoba,11-Nov-03,51.5,17.8,6.2,0,1
2240,21523,WX-WB,PRAW,AHY,M,La Caoba,11-Nov-03,56,17,7.6,1,2
2240,21524,RB-YX,PRAW,AHY,F,La Caoba,11-Nov-03,54,17.9,6.9,2,2
2240,21547,RR-RX,PRAW,AHY,F,La Caoba,5-Jan-04,52,17.7,6.5,0,1
2240,21548,YY-BX,PRAW,AHY,F,La Caoba,6-Jan-04,53,18,6.6,0,2
2240,21549,YB-XB,PRAW,AHY,F,La Caoba,6-Jan-04,54,18.4,6.3,0,0
2240,21549,YB-XB,PRAW,AHY,F,La Caoba,7-Jan-04,,,,,
2240,21551,YX-WW,PRAW,HY,M,La Caoba,7-Jan-04,57.5,18.9,7,0,1
2240,21561,XB-YR,PRAW,HY,,La Caoba,22-Feb-04,54.5,17.3,6.6,0,1
1202,29603,X-,RLTH,AHY,,La Caoba,11-Nov-03,,,,,
1202,29607,X-,RLTH,AHY,,La Caoba,5-Jan-04,120.5,38.6,61.8,,
6A,6,X-,SBAN,,,La Caoba,11-Nov-03,,,,,
6A,8,X-,SBAN,,,La Caoba,5-Jan-04,,,,,
6A,9,X-,SBAN,AHY,,La Caoba,22-Feb-04,129.5,36.4,71.3,,
1791,50617,YX-BW,STOF,AHY,,La Caoba,11-Nov-03,81,20.3,18.4,,
1791,50657,RY-XY,STOF,,,La Caoba,7-Jan-04,83,20.4,19.8,,
2250,78508,X-,YFGR,HY,F,La Caoba,21-Feb-04,47,15.3,8.2,,
2250,78563,X-,YFGR,HY,M,La Caoba,10-Nov-03,49,16.1,8.8,,
2250,78563,X-,YFGR,HY,M,La Caoba,11-Nov-03,,,,,
2250,78564,X-,YFGR,HY,M,La Caoba,10-Nov-03,51,16.2,9,,
2250,78565,X-,YFGR,HY,M,La Caoba,10-Nov-03,46,15.9,10.5,,
2250,78569,X-,YFGR,AHY,M,La Caoba,10-Nov-03,,,,,
2250,78569,X-,YFGR,AHY,M,La Caoba,11-Nov-03,,,,,
2250,78574,X-,YFGR,AHY,M,La Caoba,10-Nov-03,49,15.7,9.2,,
2250,78575,X-,YFGR,AHY,F,La Caoba,10-Nov-03,47,15.3,8.2,,
2250,78575,X-,YFGR,AHY,F,La Caoba,5-Jan-04,48.5,15.5,8.4,,
2250,78575,X-,YFGR,AHY,F,La Caoba,23-Feb-04,47,15.4,7.8,,
2250,78580,X-,YFGR,HY,M,La Caoba,11-Nov-03,49.5,16.9,8.9,,
2250,78583,X-,YFGR,HY,M,La Caoba,11-Nov-03,47.5,15.2,8.6,,
2250,78584,X-,YFGR,HY,F,La Caoba,11-Nov-03,52,16.2,9.8,,
2250,78586,X-,YFGR,AHY,M,La Caoba,11-Nov-03,50.5,16.9,9.4,,
2250,78595,X-,YFGR,AHY,F,La Caoba,11-Nov-03,47.5,16.7,9.9,,
2250,78596,X-,YFGR,HY,F,La Caoba,11-Nov-03,,,,,
2250,78598,X-,YFGR,AHY,F,La Caoba,11-Nov-03,50,16.2,9.1,,
2250,78600,X-,YFGR,HY,M,La Caoba,11-Nov-03,49.5,16.4,8.8,,
2250,78600,X-,YFGR,HY,M,La Caoba,21-Feb-04,49.5,16.8,8.2,,
2250,78605,X-,YFGR,HY,F,La Caoba,11-Nov-03,49.5,16.3,8.8,,
2250,78605,X-,YFGR,HY,F,La Caoba,5-Jan-04,49.5,16.4,8.2,,
2250,78605,X-,YFGR,HY,F,La Caoba,21-Feb-04,50,16.7,9.1,,
2250,78608,X-,YFGR,HY,F,La Caoba,11-Nov-03,,,,,
2250,78610,X-,YFGR,AHY,M,La Caoba,11-Nov-03,49.5,15.7,9.9,,
2250,78611,X-,YFGR,HY,F,La Caoba,11-Nov-03,46.5,14.7,9.1,,
2250,78611,X-,YFGR,HY,F,La Caoba,22-Feb-04,47,14.8,8,,
2250,78615,X-,YFGR,HY,M,La Caoba,12-Nov-03,52,15.8,9.2,,
2250,78617,X-,YFGR,AHY,M,La Caoba,12-Nov-03,51,15.4,8.6,,
2250,78620,X-,YFGR,AHY,M,La Caoba,12-Nov-03,49,15.9,8.5,,
2250,78621,X-,YFGR,HY,F,La Caoba,12-Nov-03,48,14.8,7.9,,
2250,78678,X-,YFGR,HY,M,La Caoba,5-Jan-04,48,16.1,8.6,,
2250,78682,X-,YFGR,HY,M,La Caoba,6-Jan-04,50,16.3,8.7,,
2250,78683,X-,YFGR,,,La Caoba,6-Jan-04,48,16.2,8.1,,
,,,,,,,,,,,,
2240,21505,X-R,AMRE,HY,M,La Cueva,9-Nov-03,61,18.6,7.7,1,2
2240,21508,X-Y,AMRE,AHY,F,La Cueva,10-Nov-03,56.5,17.4,6.4,0,0
2240,21509,X-W,AMRE,AHY,F,La Cueva,10-Nov-03,56.5,17,7.2,1,1
2240,21512,X-B,AMRE,AHY,M,La Cueva,10-Nov-03,63,19.2,7.4,0,0
2240,21515,YW-BX,AMRE,AHY,F,La Cueva,19-Feb-04,59,17,6.8,0,0
2240,21542,XR-WR,AMRE,HY,F,La Cueva,4-Jan-04,57,17.5,6.8,0,0
2240,21545,XB-BR,AMRE,HY,F,La Cueva,5-Jan-04,58,17,7.3,0,0
2240,21546,XR-RR,AMRE,HY,F,La Cueva,5-Jan-04,58,17.2,7,0,1
2240,21546,XR-RR,AMRE,HY,F,La Cueva,19-Feb-04,58,17.4,7,1,2
2240,21550,XW-WW,AMRE,AHY,F,La Cueva,18-Feb-04,63,17.5,8,0,0
2240,21550,XW-WW,AMRE,AHY,F,La Cueva,19-Feb-04,,,,,
2280,33227,X-,BANA,AHY,,La Cueva,18-Feb-04,54,15,8,,
2280,33233,X-,BANA,AHY,,La Cueva,18-Feb-04,52.5,15,7.6,,
2280,33236,X-,BANA,HY,,La Cueva,18-Feb-04,54.5,16,8.3,1,0
2280,33246,X-,BANA,AHY,,La Cueva,19-Feb-04,56,16.2,8.5,,
2250,78519,X-,BANA,AHY,,La Cueva,8-Nov-03,53,15.7,8.3,,
2250,78530,X-,BANA,AHY,,La Cueva,9-Nov-03,50,15.7,7.8,,
2250,78530,X-,BANA,AHY,,La Cueva,18-Feb-04,52.5,15.9,7.9,,
2250,78665,X-,BANA,AHY,,La Cueva,3-Jan-04,53.5,16.1,7.9,,
2250,78670,X-,BANA,HY,,La Cueva,4-Jan-04,53.5,16.3,7.8,,
2250,78672,X-,BANA,HY,,La Cueva,4-Jan-04,52,16.3,7.7,,
2250,78673,X-,BANA,AHY,,La Cueva,5-Jan-04,51.5,15.3,7.4,,
2250,78674,X-,BANA,AHY,,La Cueva,5-Jan-04,51.5,14.5,7.6,,
2280,33242,R-X,BAWW,AHY,M,La Cueva,19-Feb-04,68.5,17.5,9.4,1,1
4A,200,RX-BR,BCPT,AHY,,La Cueva,8-Nov-03,86.5,22.5,,,
4A,201,YX-BR,BCPT,HY,,La Cueva,8-Nov-03,81.5,24.3,26.6,,
4A,202,WX-BR,BCPT,AHY,,La Cueva,8-Nov-03,90,24.4,27.3,,
4A,202,WX-BR,BCPT,AHY,,La Cueva,19-Feb-04,91,24.5,27.1,,
4A,203,WB-YX,BCPT,HY,,La Cueva,8-Nov-03,82.5,23.8,,,
4A,204,RB-WX,BCPT,HY,,La Cueva,8-Nov-03,82,24.9,29.2,,
4A,205,BW-WX,BCPT,HY,,La Cueva,8-Nov-03,82,24,27.3,,
4A,206,XB-WR,BCPT,AHY,,La Cueva,9-Nov-03,85,23.9,27.3,,
4A,207,BX-WW,BCPT,AHY,,La Cueva,9-Nov-03,89,24.8,26.4,,
4A,208,BY-RX,BCPT,AHY,,La Cueva,9-Nov-03,86,24.2,25.9,,
4A,209,BX-YW,BCPT,HY,,La Cueva,9-Nov-03,82,23,28.1,,
4A,210,BY-YX,BCPT,AHY,,La Cueva,10-Nov-03,88,23.2,26.9,,
4A,210,BY-YX,BCPT,AHY,,La Cueva,3-Jan-04,90,24,28.1,,
4A,210,BY-YX,BCPT,AHY,,La Cueva,18-Feb-04,88,23.5,28.6,,
4A,232,XW-YB,BCPT,AHY,,La Cueva,3-Jan-04,88.5,22.3,26.8,,
4A,232,XW-YB,BCPT,AHY,,La Cueva,18-Feb-04,89,23.1,27.3,,
4A,233,RR-XB,BCPT,AHY,,La Cueva,5-Jan-04,90,24.1,25.6,,
2240,21507,X-,BFGR,AHY,F,La Cueva,10-Nov-03,50.5,16.5,10.4,,
2240,21510,X-,BFGR,HY,M,La Cueva,10-Nov-03,49.5,16.5,9.9,,
2240,21511,X-,BFGR,HY,M,La Cueva,10-Nov-03,49.5,16.5,9.3,,
2240,21543,X-,BFGR,AHY,F,La Cueva,4-Jan-04,50.5,16.5,9.2,,
2250,78501,X-,BFGR,AHY,M,La Cueva,8-Nov-03,53.5,16.2,10.5,,
2280,33238,YX-RB,BTBW,AHY,M,La Cueva,18-Feb-04,62.5,19,9.1,2,2
2250,78533,BW-XY,BTBW,AHY,F,La Cueva,9-Nov-03,60,18.1,8.3,1,1
1771,12132,X-,BWVI,AHY,,La Cueva,3-Jan-04,80,19.1,18.5,,
1771,12145,X-,BWVI,AHY,,La Cueva,18-Feb-04,84,19.1,19.5,,
1771,12146,X-,BWVI,AHY,,La Cueva,19-Feb-04,80.5,19.8,19.3,,
2280,33228,WW-XR,CMWA,AHY,F,La Cueva,18-Feb-04,64,18.4,9.8,1,2
2280,33229,RW-XR,CMWA,AHY,F,La Cueva,18-Feb-04,66.5,18,9.9,1,2
2280,33230,YY-XY,CMWA,AHY,F,La Cueva,18-Feb-04,64.5,17.9,8.6,1,1
2280,33232,YR-XR,CMWA,AHY,M,La Cueva,18-Feb-04,69.5,18.5,10,1,2
2280,33234,RY-XR,CMWA,AHY,F,La Cueva,18-Feb-04,63,17.6,9.3,1,0
2280,33235,YW-XR,CMWA,AHY,F,La Cueva,18-Feb-04,63.5,18.4,9.6,1,1
2280,33239,XR-BR,CMWA,HY,F,La Cueva,18-Feb-04,64.5,18,9.1,0,0
2280,33243,RX-RB,CMWA,AHY,M,La Cueva,19-Feb-04,66.5,18.1,9.8,0,1
2280,33244,XR-WR,CMWA,HY,F,La Cueva,19-Feb-04,63,17.9,8.6,1,0
2280,33245,WR-RX,CMWA,AHY,M,La Cueva,19-Feb-04,67,18.4,9.8,2,2
2280,33247,XR-RY,CMWA,AHY,M,La Cueva,19-Feb-04,65,17.4,9.6,1,1
2280,33248,YY-BX,CMWA,HY,F,La Cueva,20-Feb-04,65,18.2,9.1,2,2
2280,33249,YX-BR,CMWA,HY,F,La Cueva,20-Feb-04,65,17.8,8.7,0,1
2250,78511,BX-WW,CMWA,AHY,F,La Cueva,8-Nov-03,65,19.2,,,
2250,78514,YB-YX,CMWA,HY,F,La Cueva,8-Nov-03,61.5,18.5,9.3,2,2
2250,78521,XR-BR,CMWA,AHY,F,La Cueva,8-Nov-03,63,18.3,10,1,1
2250,78522,X-,CMWA,HY,F,La Cueva,8-Nov-03,63.5,19.1,9,,
2250,78523,X-R,CMWA,AHY,F,La Cueva,8-Nov-03,63,18.7,10.1,,
2250,78534,YB-XY,CMWA,AHY,F,La Cueva,9-Nov-03,63.5,18,9.3,1,3
2250,78537,BY-XY,CMWA,HY,F,La Cueva,9-Nov-03,,,,1,2
2250,78546,RX-BW,CMWA,HY,F,La Cueva,9-Nov-03,63,17.9,9.5,3,2
2250,78668,RR-XR,CMWA,AHY,M,La Cueva,3-Jan-04,66,19.2,9.9,1,1
2250,78669,XR-YR,CMWA,AHY,F,La Cueva,4-Jan-04,64,18.1,9.8,1,2
2250,78671,XB-YB,CMWA,AHY,M,La Cueva,4-Jan-04,67.5,19,9.9,1,1
2250,78535,RB-XR,COYE,AHY,M,La Cueva,9-Nov-03,53,18.1,8.9,1,1
2250,78535,RB-XR,COYE,AHY,M,La Cueva,4-Jan-04,54.5,19.1,8.9,0,0
2250,78536,BY-XY,COYE,AHY,M,La Cueva,9-Nov-03,53.5,20.5,10.8,1,2
2250,78553,YB-WX,COYE,HY,F,La Cueva,10-Nov-03,47,18.6,8.9,2,3
2250,78572,RX-BW,COYE,AHY,F,La Cueva,3-Jan-04,51.5,20,9.7,3,1
2250,78572,RX-BW,COYE,AHY,F,La Cueva,19-Feb-04,50.5,19.9,9.3,0,2
2250,78675,BX-BY,COYE,AHY,M,La Cueva,5-Jan-04,56,20.9,9.6,0,0
2250,78676,RR-XR,COYE,AHY,M,La Cueva,5-Jan-04,53.5,19.3,9.3,0,1
1791,50601,X-,GABU,AHY,F,La Cueva,8-Nov-03,69,19.9,21.7,,
1791,50602,X-,GABU,AHY,M,La Cueva,8-Nov-03,72.5,21.4,23.1,,
1791,50603,X-,GABU,AHY,F,La Cueva,8-Nov-03,,,,,
1791,50604,X-,GABU,HY,M,La Cueva,9-Nov-03,,,,,
1791,50605,X-,GABU,AHY,M,La Cueva,10-Nov-03,75,21.8,24.3,,
1791,50607,X-,GABU,HY,M,La Cueva,10-Nov-03,72.5,21.6,25.2,,
1791,50647,X-,GABU,AHY,M,La Cueva,3-Jan-04,75,22.5,26,,
1791,50648,X-,GABU,HY,M,La Cueva,3-Jan-04,70,22.3,21.5,,
1791,50649,X-,GABU,AHY,M,La Cueva,3-Jan-04,73.5,21,21.8,,
1791,50650,X-,GABU,HY,F,La Cueva,3-Jan-04,67,21,18.6,,
1791,50650,X-,GABU,HY,F,La Cueva,18-Feb-04,67,20.7,18,,
1791,50651,X-,GABU,AHY,M,La Cueva,3-Jan-04,70.5,21.4,25.1,,
1791,50652,X-,GABU,AHY,F,La Cueva,4-Jan-04,70.5,20.7,20.1,,
1791,50669,X-,GABU,HY,F,La Cueva,18-Feb-04,70,20.7,19.3,,
1791,50672,X-,GABU,AHY,M,La Cueva,19-Feb-04,73.5,21.3,20.2,,
1791,50674,X-,GABU,HY,M,La Cueva,20-Feb-04,71,20.5,18.2,,
1791,50675,X-,GABU,HY,M,La Cueva,20-Feb-04,72,,,,
1781,50319,X-,GRAK,AHY,,La Cueva,20-Feb-04,112,17.8,39.2,,
1781,50320,X-,GRAK,AHY,,La Cueva,20-Feb-04,115.5,18.9,44.7,,
3A,201,YB-XR,GRWA,HY,,La Cueva,9-Nov-03,60.5,21.9,13.1,,
3A,202,BY-YX,GRWA,HY,,La Cueva,10-Nov-03,58,21.4,12.1,,
3A,203,YW-BX,GRWA,AHY,,La Cueva,10-Nov-03,60,22.3,13.9,,
3A,215,XR-BW,GRWA,HY,,La Cueva,4-Jan-04,59,20.8,12.2,,
3A,216,RX-BY,GRWA,AHY,,La Cueva,5-Jan-04,65.5,22.5,12.8,,
3A,217,XB-BY,GRWA,AHY,,La Cueva,5-Jan-04,56.5,20.7,11.6,,
3A,217,XB-BY,GRWA,AHY,,La Cueva,18-Feb-04,56.5,20.8,12,,
3A,220,XR-RW,GRWA,AHY,,La Cueva,18-Feb-04,58.5,21.1,13.4,,
3A,221,BR-XB,GRWA,AHY,,La Cueva,19-Feb-04,65.5,21.8,12.8,,
3A,214,XR-BY,HIPE,AHY,,La Cueva,3-Jan-04,70.5,15.4,10.9,,
8A,7,X-,HLCU,,,La Cueva,9-Nov-03,,,,,
8A,16,X-,HLCU,AHY,,La Cueva,4-Jan-04,133.5,36,80.1,,
2240,21558,XR-RR,MAWA,HY,,La Cueva,19-Feb-04,57,18.8,8.4,1,2
1781,50301,X-,NOMO,AHY,,La Cueva,9-Nov-03,,,,,
1781,50301,X-,NOMO,AHY,,La Cueva,19-Feb-04,107.5,31.4,37.7,,
1781,50303,X-,NOMO,AHY,,La Cueva,4-Jan-04,96,32.3,39.4,,
1781,50314,X-,NOMO,AHY,,La Cueva,3-Jan-04,102,30.5,,,
1781,50315,X-,NOMO,AHY,,La Cueva,3-Jan-04,101,31.8,41.9,,
1781,50318,X-,NOMO,AHY,,La Cueva,19-Feb-04,88,30.1,41.8,,
1771,12101,X-,OVEN,AHY,,La Cueva,8-Nov-03,73,22.6,19.9,0,2
1771,12102,X-,OVEN,AHY,,La Cueva,8-Nov-03,73.5,20.7,19,1,1
1771,12102,X-,OVEN,AHY,,La Cueva,20-Feb-04,73.5,20.4,18,0,2
1771,12133,X-,OVEN,AHY,,La Cueva,4-Jan-04,74,21.2,19,0,1
4A,247,X-,PALM,AHY,,La Cueva,18-Feb-04,85.5,22,41.9,,
4A,248,X-,PALM,AHY,,La Cueva,18-Feb-04,86,22.8,41.9,,
2280,33231,YY-XY,PAWA,AHY,,La Cueva,18-Feb-04,63,19.2,9.4,1,0
2280,33237,RR-XR,PAWA,AHY,,La Cueva,18-Feb-04,63.5,19.7,10.2,0,2
2280,33240,WY-XY,PAWA,HY,,La Cueva,18-Feb-04,63.5,19.6,9.1,0,0
2280,33241,RX-RB,PAWA,AHY,,La Cueva,19-Feb-04,61.5,19.6,8.4,0,1
2250,78503,BW-WX,PAWA,HY,,La Cueva,8-Nov-03,61,21.1,9.1,0,1
2250,78527,BR-XR,PAWA,AHY,,La Cueva,9-Nov-03,60,19.2,8.8,0,1
2250,78527,BR-XR,PAWA,AHY,,La Cueva,4-Jan-04,61,19.1,8.7,0,1
2250,78529,YB-WX,PAWA,AHY,,La Cueva,9-Nov-03,66,19.9,9.5,0,1
2250,78543,RB-XW,PAWA,AHY,,La Cueva,9-Nov-03,60,19.2,8.9,3,2
2250,78666,XR-BR,PAWA,AHY,,La Cueva,3-Jan-04,64.5,20.2,10.2,2,1
2250,78667,BY-XB,PAWA,AHY,,La Cueva,3-Jan-04,61,20.4,9.7,2,2
2240,21502,YX-BR,PRAW,HY,F,La Cueva,8-Nov-03,50.5,17.6,6.6,0,1
2240,21502,YX-BR,PRAW,HY,F,La Cueva,19-Feb-04,51,17.9,6.2,0,1
2240,21502,YX-BR,PRAW,HY,F,La Cueva,20-Feb-04,,,,,
2240,21503,BW-RX,PRAW,HY,M,La Cueva,8-Nov-03,53.5,17.2,,0,2
2240,21504,WB-YX,PRAW,AHY,F,La Cueva,8-Nov-03,53,17.6,7.3,2,2
2240,21504,WB-YX,PRAW,AHY,F,La Cueva,10-Nov-03,,,,,
2240,21506,BY-YX,PRAW,HY,M,La Cueva,9-Nov-03,51.5,17.2,7.5,0,2
2240,21544,XB-BW,PRAW,HY,F,La Cueva,4-Jan-04,54.5,18.4,7.2,1,1
2240,21556,BR-BX,PRAW,HY,F,La Cueva,18-Feb-04,53.5,17.8,6.4,0,0
2240,21557,XR-WW,PRAW,AHY,M,La Cueva,18-Feb-04,56,17.8,6.2,0,0
2240,21559,XR-RR,PRAW,AHY,M,La Cueva,19-Feb-04,56.5,17.5,7.4,0,1
1202,29601,X-,RLTH,,,La Cueva,8-Nov-03,,,,,
1202,29602,X-,RLTH,,,La Cueva,8-Nov-03,,,,,
1202,29605,X-,RLTH,AHY,,La Cueva,4-Jan-04,126,42,68.3,,
1202,29606,X-,RLTH,AHY,,La Cueva,5-Jan-04,119.5,41.6,67.7,,
1791,50606,BY-XY,STOF,,,La Cueva,10-Nov-03,83,20.6,18.7,,
1791,50606,BY-XY,STOF,,,La Cueva,3-Jan-04,83.5,20.7,19,,
1791,50635,BW-XY,STOF,,,La Cueva,3-Jan-04,84,21,19.4,,
1791,50670,XY-RY,STOF,,,La Cueva,19-Feb-04,75,17.9,14.7,,
1791,50671,XR-YB,STOF,,,La Cueva,19-Feb-04,86,21.4,20.7,,
1791,50673,RX-YY,STOF,,,La Cueva,20-Feb-04,76.5,20.4,18.1,,
2240,21501,X-,YFGR,AHY,M,La Cueva,8-Nov-03,48.5,16.5,8.9,,
2240,21501,X-,YFGR,AHY,M,La Cueva,4-Jan-04,48.5,16.5,9.1,,
2240,21501,X-,YFGR,AHY,M,La Cueva,4-Jan-04,48.5,16.5,9.1,,
2250,78502,X-,YFGR,AHY,M,La Cueva,8-Nov-03,48,16.7,9,,
2250,78502,X-,YFGR,AHY,M,La Cueva,4-Jan-04,47.5,16.7,9.4,,
2250,78504,X-,YFGR,AHY,M,La Cueva,8-Nov-03,49,16,8.9,,
2250,78505,X-,YFGR,AHY,M,La Cueva,8-Nov-03,49.5,16.8,8.6,,
2250,78505,X-,YFGR,AHY,M,La Cueva,4-Jan-04,51,16.5,8.5,,
2250,78506,X-,YFGR,AHY,F,La Cueva,8-Nov-03,49,16,8.1,,
2250,78507,X-,YFGR,HY,F,La Cueva,8-Nov-03,47.5,15,8.2,,
2250,78508,X-,YFGR,HY,F,La Cueva,8-Nov-03,47,15.2,8.1,,
2250,78509,X-,YFGR,AHY,F,La Cueva,8-Nov-03,48,15.9,,,
2250,78510,X-,YFGR,AHY,M,La Cueva,8-Nov-03,50,15.4,8.8,,
2250,78512,X-,YFGR,AHY,F,La Cueva,8-Nov-03,47,15.8,8.8,,
2250,78512,X-,YFGR,AHY,F,La Cueva,5-Jan-04,47,16.1,9.2,,
2250,78513,X-,YFGR,AHY,F,La Cueva,8-Nov-03,49.5,16,8.5,,
2250,78513,X-,YFGR,AHY,F,La Cueva,9-Nov-03,,,,,
2250,78515,X-,YFGR,AHY,F,La Cueva,8-Nov-03,47,15.8,8,,
2250,78516,X-,YFGR,AHY,F,La Cueva,8-Nov-03,47.5,16.2,9.3,,
2250,78516,X-,YFGR,AHY,F,La Cueva,18-Feb-04,47,16,8.8,,
2250,78517,X-,YFGR,AHY,M,La Cueva,8-Nov-03,49,16.6,9.3,,
2250,78518,X-,YFGR,AHY,F,La Cueva,8-Nov-03,48.5,16.8,9.1,,
2250,78520,X-,YFGR,AHY,M,La Cueva,8-Nov-03,47,16.1,8.8,,
2250,78520,X-,YFGR,AHY,M,La Cueva,10-Nov-03,,,,,
2250,78524,X-,YFGR,AHY,F,La Cueva,8-Nov-03,,,,,
2250,78525,X-,YFGR,AHY,M,La Cueva,9-Nov-03,51,16,8.4,,
2250,78526,X-,YFGR,AHY,M,La Cueva,9-Nov-03,50.5,16.3,8.6,,
2250,78528,X-,YFGR,AHY,M,La Cueva,9-Nov-03,50.5,16.5,9.1,,
