# Mencia pasture succession bird captures 2004-2005 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2004-05 All Captures.xls""",,,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018,,,,,,,,,,,,,
"#""NOTES"" columns contains ""DIED"" ""MITES"" and also numbers; not sure what numbers are",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
2370,3837,X-,YFGR,HY,M,La Cueva A,8-Feb-05,48.5,16.7,,,,
2370,3838,X-,YFGR,HY,M,La Cueva A,8-Feb-05,47,15.3,8.2,,,
2370,3839,X-,YFGR,HY,M,La Cueva A,8-Feb-05,49,15.4,7.8,,,
2280,33291,X-,YFGR,AHY,M,La Cueva,8-Nov-04,50.5,15.8,8.5,,,
2280,33298,X-,YFGR,AHY,F,La Cueva,8-Nov-04,49,15.7,9.7,,,
2280,33603,X-,YFGR,HY,F,La Cueva,8-Nov-04,50.5,16.4,7.7,,,
2280,33606,X-,YFGR,HY,M,La Cueva,8-Nov-04,50,16.3,7.7,,,
2280,33608,X-,YFGR,AHY,M,La Cueva,9-Nov-04,50.5,16.1,8.3,,,
2280,33614,X-,YFGR,HY,F,La Cueva,9-Nov-04,47.5,15.8,8.5,,,
2280,33615,X-,YFGR,HY,M,La Cueva,9-Nov-04,49.1,16,8.6,,,
2280,33617,X-,YFGR,AHY,M,La Cueva,9-Nov-04,50,16.4,8.7,,,
2280,33617,X-,YFGR,AHY,M,La Cueva,3-Feb-05,50,16.4,8.6,,,
2280,33620,X-,YFGR,AHY,M,La Cueva,9-Nov-04,49.5,15.3,9.4,,,
2280,33620,X-,YFGR,AHY,M,La Cueva,4-Feb-05,50.5,15.3,8.6,,,
2280,33621,X-,YFGR,HY,M,La Cueva,9-Nov-04,49.5,16.7,9.8,,,
2280,33625,X-,YFGR,HY,F,La Cueva,9-Nov-04,49,15.1,7.8,,,
2280,33626,X-,YFGR,HY,F,La Cueva,9-Nov-04,49,15.8,8,,,
2280,33628,X-,YFGR,HY,,La Cueva,9-Nov-04,47,16,7.9,,,
2280,33629,X-,YFGR,HY,F,La Cueva,9-Nov-04,48.5,16.4,8.4,,,
2280,33636,X-,YFGR,HY,M,La Cueva,10-Nov-04,49.5,15.9,8.2,,,
2280,33639,X-,YFGR,AHY,M,La Cueva,10-Nov-04,51,16.5,8.3,,,
2280,33640,X-,YFGR,HY,F,La Cueva,10-Nov-04,49,16.5,8.9,,,
2280,33644,X-,YFGR,HY,M,La Cueva A,10-Nov-04,50,15.9,9.3,,,
2280,33645,X-,YFGR,HY,M,La Cueva A,10-Nov-04,50.5,16.4,8.5,,,
2280,33649,X-,YFGR,HY,,La Cueva A,10-Nov-04,47,16.1,8,,,
2280,33650,X-,YFGR,HY,M,La Cueva A,10-Nov-04,49,16.3,8,,,
2280,33658,X-,YFGR,HY,M,La Cueva A,11-Nov-04,48.5,16.2,8.3,,,
2280,33667,X-,YFGR,AHY,M,La Cueva A,11-Nov-04,50,16.5,8.2,,,DIED
2280,33671,X-,YFGR,HY,,La Cueva A,12-Nov-04,48.5,16.1,8.1,,,
2280,33677,X-,YFGR,HY,M,La Cueva A,12-Nov-04,49.5,16.4,8.6,,,
2250,78472,X-,YFGR,HY,M,La Cueva,4-Jan-05,47,15.7,8.2,,,
2250,78473,X-,YFGR,HY,F,La Cueva,4-Jan-05,49.5,15.3,8.3,,,
2250,78477,X-,YFGR,HY,F,La Cueva,4-Jan-05,48,16,7.6,,,
2250,78477,X-,YFGR,HY,F,La Cueva,4-Feb-05,48,16.4,8,,,
2250,78478,X-,YFGR,HY,,La Cueva,4-Jan-05,47.5,15.3,,,,
2250,78478,X-,YFGR,HY,,La Cueva,5-Jan-05,,,,,,
2250,78479,X-,YFGR,HY,,La Cueva,4-Jan-05,49,17,8.3,,,
2250,78480,X-,YFGR,HY,M,La Cueva,5-Jan-05,49.5,15.8,8.6,,,
2250,78482,X-,YFGR,HY,,La Cueva,5-Jan-05,49,16.2,8.3,,,
2250,78488,X-,YFGR,HY,,La Cueva,5-Jan-05,48,16,7.9,,,
2250,78489,X-,YFGR,AHY,M,La Cueva,5-Jan-05,51,16.4,9.6,,,
2250,78493,X-,YFGR,HY,F,La Cueva,5-Jan-05,46.5,16.9,,,,
2250,78493,X-,YFGR,HY,F,La Cueva,4-Feb-05,46.5,16.9,8.8,,,
2250,78495,X-,YFGR,HY,,La Cueva,6-Jan-05,49,16.3,8.6,,,
2250,78517,X-,YFGR,SY,M,La Cueva,9-Nov-04,50,16.7,8.8,,,
2250,78532,X-,YFGR,SY,M,La Cueva A,10-Nov-04,52.5,15.7,8.7,,,
2250,78554,X-,YFGR,AHY,M,La Cueva A,10-Nov-04,48,15.9,10.3,,,
2250,78555,X-,YFGR,SY,M,La Cueva A,10-Nov-04,51,16.7,9.7,,,
2250,78583,X-,YFGR,AHY,M,La Cueva A,6-Feb-05,48.5,15.4,8.4,,,
2220,95933,X-,YFGR,HY,F,La Cueva A,7-Feb-05,48.5,16.3,8.4,,,
2220,95954,X-,YFGR,HY,,La Cueva,4-Feb-05,47.5,16.2,7.8,,,
2220,95997,X-,YFGR,HY,M,La Cueva,3-Feb-05,48.5,15.7,8.6,,,
2220,95999,X-,YFGR,AHY,M,La Cueva,3-Feb-05,50.5,16.2,9.1,,,
2200,99670,X-,YFGR,AHY,M,La Cueva A,6-Jan-05,48.5,15.6,8.5,,,
2200,99671,X-,YFGR,HY,,La Cueva A,6-Jan-05,48,16,7.5,,,
2200,99680,X-,YFGR,HY,M,La Cueva A,7-Jan-05,50,16.2,8.6,,,
2200,99684,X-,YFGR,HY,,La Cueva A,8-Jan-05,46.5,14.8,7.1,,,
2200,99686,X-,YFGR,HY,,La Cueva A,8-Jan-05,50,15.3,8.2,,,
2200,99687,X-,YFGR,HY,,La Cueva A,8-Jan-05,48,15.7,8.3,,,
2200,99688,X-,YFGR,HY,,La Cueva A,8-Jan-05,51,16.4,8.7,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2240,21540,XY-BY,AMRE,AHY,F,Morelia,13-Feb-05,61.5,17.9,7.3,0,0,
2240,21598,XR-YB,AMRE,HY,M,Morelia,13-Feb-05,61,17.9,6.9,1,0,
2240,21803,XW-BW,AMRE,HY,,Morelia,16-Nov-04,58.5,16.4,7.3,2,1,
2240,21803,XW-BW,AMRE,HY,,Morelia A,14-Feb-05,58.5,16.7,5.9,0,0,
2240,21804,BY-RX,AMRE,HY,,Morelia,16-Nov-04,59.5,17.3,6.6,0,0,
2240,21805,XR-BR,AMRE,HY,M,Morelia,17-Nov-04,60.5,17,7.2,0,0,
2240,21806,XR-WY,AMRE,HY,,Morelia,18-Nov-04,61,17,7.4,0,0,
2240,21807,XR-YW,AMRE,HY,,Morelia A,18-Nov-04,60.5,17,7.1,0,0,
2240,21808,BX-BW,AMRE,HY,,Morelia A,18-Nov-04,58,17.7,8.2,0,0,
2240,21810,BX-BW,AMRE,HY,,Morelia A,19-Nov-04,56.5,16.5,6.5,0,0,
2240,21811,BX-BY,AMRE,HY,,Morelia A,19-Nov-04,57,17.1,7.5,0,0,
2240,21838,XY-BR,AMRE,AHY,F,Morelia,12-Jan-05,58,17.4,7.5,1,1,
2240,21840,XB-BY,AMRE,HY,M,Morelia,14-Jan-05,63.5,17.1,6.7,0,0,
,402,X-,BANA,AHY,,Morelia A,16-Feb-05,51,15.2,7.5,,,
,403,X-,BANA,AHY,,Morelia A,16-Feb-05,55,16.1,9.6,,,
2370,3888,X-,BANA,HY,,Morelia,12-Feb-05,53,15.2,8.1,,,
2370,3897,X-,BANA,AHY,,Morelia,14-Feb-05,53,15.3,6.9,,,
2280,33253,X-,BANA,AHY,,Morelia,14-Feb-05,56.5,15.5,8,,,
2280,33766,X-,BANA,AHY,,Morelia,16-Nov-04,53,15.3,7.2,,,
2280,33767,X-,BANA,AHY,,Morelia,17-Nov-04,53,15.6,7.2,,,
2280,33779,X-,BANA,AHY,,Morelia,17-Nov-04,54.5,15.4,8.1,,,
2280,33779,X-,BANA,AHY,,Morelia,14-Feb-05,54.5,15.4,7.5,,,
2280,33788,X-,BANA,AHY,,Morelia,18-Nov-04,54.5,15.9,7.5,,,
2280,33792,X-,BANA,AHY,,Morelia A,18-Nov-04,52,15.3,7.8,,,
2280,33794,X-,BANA,AHY,,Morelia A,18-Nov-04,54,15.2,7.9,,,
2250,78442,X-,BANA,AHY,,Morelia A,19-Nov-04,51,16.3,7.4,,,
2250,78444,X-,BANA,HY,,Morelia A,19-Nov-04,53,15.8,6.8,,,
2220,95942,X-,BANA,AHY,,Morelia,12-Jan-05,56,15.9,,,,
2220,95943,X-,BANA,AHY,,Morelia,12-Jan-05,53.5,15.3,7.3,,,
2220,95944,X-,BANA,HY,,Morelia,12-Jan-05,54.5,16.3,8.6,,,
2220,95945,X-,BANA,HY,,Morelia,12-Jan-05,54.5,16,8.2,,,
2220,95946,X-,BANA,HY,,Morelia,12-Jan-05,54,16.3,8.4,,,
2220,95948,X-,BANA,AHY,,Morelia,13-Jan-05,49.5,15.1,6.9,,,
2220,95955,X-,BANA,AHY,,Morelia,13-Jan-05,50.5,15.4,7.7,,,
2220,95957,X-,BANA,AHY,,Morelia,13-Jan-05,54.5,15.8,7.9,,,
2220,95958,X-,BANA,AHY,,Morelia,13-Jan-05,55,15.5,8.2,,,
2220,95959,X-,BANA,AHY,,Morelia,14-Jan-05,57.5,15.4,7.3,,,
2220,95960,X-,BANA,AHY,,Morelia,14-Jan-05,53,15.3,7,,,
2220,95961,X-,BANA,AHY,,Morelia,14-Jan-05,54.5,16.5,8.4,,,
2220,95963,X-,BANA,AHY,,Morelia,14-Jan-05,56,16.1,9.3,2,1,
2220,95964,X-,BANA,AHY,,Morelia,14-Jan-05,53.5,14.7,8,,,
2220,95966,X-,BANA,HY,,Morelia A,14-Jan-05,51.5,15.3,7.1,,,
2220,95968,X-,BANA,AHY,,Morelia A,15-Jan-05,52.5,15.2,6.8,,,
2220,95969,X-,BANA,AHY,,Morelia A,15-Jan-05,53,15,7.8,,,
2220,95970,X-,BANA,AHY,,Morelia A,15-Jan-05,51,15.3,8,,,
2220,95974,X-,BANA,AHY,,Morelia A,16-Jan-05,53.5,15.1,7.8,,,
2220,95975,X-,BANA,AHY,,Morelia A,16-Jan-05,51,14.8,7.5,,,
2370,3885,YX-BR,BAWW,AHY,F,Morelia,12-Feb-05,63.5,16.3,9.6,2,1,
2280,33773,W-X,BAWW,AHY,M,Morelia,17-Nov-04,68.5,17.3,9.9,0,1,
2280,33773,W-X,BAWW,AHY,M,Morelia,13-Feb-05,68.5,17.3,9.9,0,2,
2280,33791,YX-BW,BAWW,AHY,F,Morelia,18-Nov-04,69,16.9,9.4,1,1,
4A,240,YX-YY,BCPT,SY,,Morelia A,15-Feb-05,90,22.7,26.4,,,
4A,255,RB-XY,BCPT,SY,,Morelia A,15-Feb-05,90.5,23.5,24.8,,,
4A,273,RX-WY,BCPT,HY,,Morelia,17-Nov-04,85.5,23.4,26,,,
4A,273,RX-WY,BCPT,HY,,Morelia,14-Feb-05,86,23.4,25.9,,,
4A,274,RY-XR,BCPT,HY,,Morelia,17-Nov-04,82,22.3,24.9,,,
4A,275,XR-BY,BCPT,AHY,,Morelia,17-Nov-04,85,23.6,27.7,,,
4A,275,XR-BY,BCPT,AHY,,Morelia A,15-Jan-05,85,23.6,25.8,,,
4A,276,XR-YR,BCPT,AHY,,Morelia A,18-Nov-04,85,23.5,,,,
4A,277,XR-WW,BCPT,HY,,Morelia A,18-Nov-04,81.5,24.7,25.3,,,
4A,277,XR-WW,BCPT,HY,,Morelia,13-Feb-05,82.5,24.8,27.4,,,
4A,278,XB-BW,BCPT,HY,,Morelia A,19-Nov-04,81.5,22.7,26,,,
4A,278,XB-BW,BCPT,HY,,Morelia,14-Jan-05,83.5,22.7,26.5,,,
4A,279,XW-BW,BCPT,AHY,,Morelia A,19-Nov-04,86.5,23.2,26.5,,,
4A,280,YX-BW,BCPT,AHY,,Morelia A,20-Nov-04,87.5,23.4,29.9,,,
4A,280,YX-BW,BCPT,AHY,,Morelia,13-Feb-05,87.5,24,26.7,,,
4A,291,XR-RR,BCPT,HY,,Morelia,12-Jan-05,80,23.1,24.7,,,
4A,292,WR-XR,BCPT,HY,,Morelia,13-Jan-05,86.5,23.5,27.8,,,
4A,293,YW-XR,BCPT,HY,,Morelia,13-Jan-05,83.5,23.5,26.3,,,
4A,294,YR-XR,BCPT,AHY,,Morelia,14-Jan-05,83,20.4,24.6,,,
4A,295,XB-BY,BCPT,HY,,Morelia,14-Jan-05,88,23.2,27.4,,,
4A,328,XY-YY,BCPT,HY,,Morelia,12-Feb-05,82,22.9,25,,,
4A,333,XW-BR,BCPT,HY,,Morelia,14-Feb-05,84,23.5,28.2,,,
4A,334,XY-YW,BCPT,AHY,,Morelia A,16-Feb-05,90,23.9,27.2,,,
4A,335,RY-XY,BCPT,HY,,Morelia A,16-Feb-05,83,23.5,26.7,,,
2240,21809,X-,BFGR,AHY,F,Morelia A,19-Nov-04,55,16.9,10.4,,,
2240,21813,X-,BFGR,AHY,F,Morelia A,20-Nov-04,52,17,10.6,,,
2240,21815,X-,BFGR,HY,F,Morelia A,20-Nov-04,47.5,15.9,8.8,,,
2370,3896,XW-WY,BTBW,HY,F,Morelia,14-Feb-05,59,18.2,8.1,0,1,
2370,3899,WX-BW,BTBW,HY,F,Morelia A,14-Feb-05,59,18.2,7.5,0,0,
2370,3899,WX-BW,BTBW,HY,F,Morelia A,16-Feb-05,,,,,,
2280,33212,RW-XB,BTBW,SY,M,Morelia A,16-Jan-05,62.5,19.4,9.2,0,0,
2280,33763,XB-BW,BTBW,HY,F,Morelia,16-Nov-04,58.5,18.4,9.4,0,2,
2280,33768,XR-BY,BTBW,AHY,M,Morelia,17-Nov-04,65,19.3,9.3,0,1,
2280,33770,XY-YY,BTBW,HY,F,Morelia,17-Nov-04,60,18.9,9,0,2,
2280,33775,XR-WY,BTBW,HY,M,Morelia,17-Nov-04,65.5,19.5,9.1,0,1,
2280,33775,XR-WY,BTBW,HY,M,Morelia,14-Feb-05,65.5,19.5,9.3,0,0,
2280,33775,XR-WY,BTBW,HY,M,Morelia A,14-Jan-05,65.5,19.3,10.2,1,1,
2280,33780,XR-BR,BTBW,AHY,M,Morelia,17-Nov-04,63.5,19.3,9.6,0,0,
2280,33782,XY-BY,BTBW,HY,F,Morelia,17-Nov-04,60,18.5,8.2,0,1,
2280,33793,YY-BX,BTBW,HY,F,Morelia A,18-Nov-04,60,18.6,9.1,0,1,
2280,33797,BW-YX,BTBW,AHY,F,Morelia A,18-Nov-04,59.9,18.5,8.1,0,0,
2280,33797,BW-YX,BTBW,AHY,F,Morelia A,16-Jan-05,60,18.5,8.2,0,1,
2250,78441,BX-BW,BTBW,HY,M,Morelia A,19-Nov-04,64,19.2,9.3,0,1,
2250,78441,BX-BW,BTBW,HY,M,Morelia A,14-Jan-05,64.5,19.3,9,0,0,
2250,78441,BX-BW,BTBW,HY,M,Morelia A,16-Jan-05,,,,,,
2250,78640,YX-BR,BTBW,SY,M,Morelia,14-Jan-05,65.5,19.1,9,0,2,
2220,95947,XB-BY,BTBW,AHY,F,Morelia,13-Jan-05,60.5,18.4,8.1,0,0,DIED
2220,95949,RX-BW,BTBW,AHY,F,Morelia,13-Jan-05,61,18.4,8.9,2,2,
2220,95965,RX-BY,BTBW,HY,M,Morelia A,14-Jan-05,62.5,19.4,8.9,1,0,
2200,99692,XR-RY,BTBW,HY,M,Morelia A,15-Jan-05,,,,,,
1771,12233,X-,BWVI,AHY,,Morelia,14-Jan-05,80.5,19,20.3,,,
1771,12252,X-,BWVI,AHY,,Morelia,12-Feb-05,83,19.2,20.2,,,
1771,12253,X-,BWVI,AHY,,Morelia,12-Feb-05,81,19.5,20.7,,,
1771,12256,X-,BWVI,AHY,,Morelia,13-Feb-05,75.5,19.4,18,,,
2370,3898,YY-YX,CMWA,AHY,F,Morelia A,14-Feb-05,65.5,17.6,9.5,0,0,
2280,33208,YX-YY,CMWA,AHY,F,Morelia,13-Jan-05,66,17.6,9,2,1,
2280,33764,XW-WY,CMWA,AHY,M,Morelia,16-Nov-04,71.5,18.6,10.1,1,1,
2280,33765,RX-BY,CMWA,HY,F,Morelia,16-Nov-04,63,18.1,9.3,0,0,
2280,33778,WR-XR,CMWA,HY,M,Morelia,17-Nov-04,67,18.6,10.2,1,1,
2280,33778,WR-XR,CMWA,HY,M,Morelia,13-Jan-05,67,18.6,9.5,2,1,
2280,33786,XY-WY,CMWA,AHY,F,Morelia,18-Nov-04,65,18.7,9.5,0,0,
2250,78445,YW-YX,CMWA,AHY,F,Morelia A,19-Nov-04,64,18.4,8.6,1,1,
2250,78662,BY-YX,CMWA,SY,F,Morelia A,14-Jan-05,66,17.6,8.2,0,0,
2250,78663,RB-WX,CMWA,SY,F,Morelia A,14-Feb-05,66,19.1,9.3,2,1,
2220,95962,XW-WW,CMWA,AHY,M,Morelia,14-Jan-05,65.5,18.4,9.6,1,0,
2220,95962,XW-WW,CMWA,AHY,M,Morelia A,15-Feb-05,65.5,18.4,9.3,0,0,
2220,95971,XW-YY,CMWA,HY,F,Morelia A,15-Jan-05,63,18.6,8.7,1,0,
2220,95972,BW-XW,CMWA,AHY,M,Morelia A,16-Jan-05,68,18.2,9.9,1,1,
2370,3900,XR-RB,COYE,HY,F,Morelia A,15-Feb-05,54,18.3,8.5,1,1,
2280,33655,RR-BX,COYE,HY,M,Morelia A,16-Feb-05,54.5,20.3,9.3,0,0,
2280,33774,XR-WB,COYE,HY,M,Morelia,17-Nov-04,55,20.6,9.4,0,0,
2280,33781,XR-YW,COYE,AHY,M,Morelia,17-Nov-04,57,20,10.3,1,1,
2280,33781,XR-YW,COYE,AHY,M,Morelia,12-Feb-05,57,20.2,9.6,2,1,
2280,33783,XY-BW,COYE,HY,M,Morelia,17-Nov-04,53,19.3,9.2,0,0,
2280,33783,XY-BW,COYE,HY,M,Morelia,13-Jan-05,53,19.3,9.3,1,1,
2280,33799,XB-BW,COYE,AHY,F,Morelia A,19-Nov-04,53.5,20.2,9.3,1,2,
2280,33799,XB-BW,COYE,AHY,F,Morelia A,16-Jan-05,53.5,20.2,8.5,0,1,
2250,78443,BX-BW,COYE,HY,F,Morelia A,19-Nov-04,52,19.9,9.4,0,2,
2220,95973,BX-BR,COYE,HY,M,Morelia A,16-Jan-05,56,19.6,9.1,0,1,
2220,95977,XB-BY,COYE,AHY,F,Morelia A,16-Jan-05,53.5,19.4,8.1,0,1,
2220,95979,XB-BR,COYE,AHY,M,Morelia A,17-Jan-05,55,21,8.8,0,0,
1791,50690,X-,GABU,SY,M,Morelia,13-Jan-05,74,20.7,20.3,,,10.5
1791,50730,X-,GABU,HY,,Morelia A,19-Nov-04,67,20.8,,,,9.3
1791,50731,X-,GABU,HY,,Morelia A,19-Nov-04,68.5,20.5,19.1,,,9.4
1791,50761,X-,GABU,HY,,Morelia,13-Jan-05,72,21.9,20,,,10.7
1791,50762,X-,GABU,HY,,Morelia,13-Jan-05,73,20.8,20.3,,,10.7
1791,50763,X-,GABU,HY,,Morelia,14-Jan-05,71.5,21.2,22.4,,,10.4
1791,50764,X-,GABU,HY,,Morelia A,14-Jan-05,70.5,19.6,19.5,,,9.3
1791,50765,X-,GABU,HY,,Morelia A,14-Jan-05,66,21.6,20.2,,,9.2
1791,50766,X-,GABU,HY,,Morelia A,15-Jan-05,67.5,20.3,,,,8.9
1791,50767,X-,GABU,HY,,Morelia A,15-Jan-05,68.5,21.2,20.4,,,10.1
1791,50767,X-,GABU,HY,,Morelia A,16-Jan-05,,,,,,
1791,50768,X-,GABU,HY,,Morelia A,15-Jan-05,71,21,19.4,,,9.4
1791,50770,X-,GABU,HY,,Morelia A,17-Jan-05,71,21.3,22.2,,,10.6
1791,50790,X-,GABU,AHY,M,Morelia,13-Feb-05,73,20.1,21,,,10.3
1791,50791,X-,GABU,HY,,Morelia,13-Feb-05,69,19.6,18.3,,,8.7
1791,50793,X-,GABU,AHY,M,Morelia,14-Feb-05,72,21,20.5,,,10
1791,50794,X-,GABU,HY,,Morelia,14-Feb-05,66,19.2,16.4,,,9.5
1791,50797,X-,GABU,HY,,Morelia A,15-Feb-05,74.5,21.8,25,,,10.4
1791,50798,X-,GABU,HY,,Morelia A,16-Feb-05,72,21.1,23.2,,,10.8
3A,202,BY-YX,GRWA,AHY,,Morelia A,17-Jan-05,61.5,21.5,12.5,,,MITES
3A,243,YX-WW,GRWA,AHY,,Morelia A,19-Nov-04,60,20.9,13.2,,,
3A,243,YX-WW,GRWA,AHY,,Morelia A,16-Jan-05,60,20.9,12.5,,,
3A,244,WX-WW,GRWA,AHY,,Morelia A,19-Nov-04,61.5,22.2,12.3,,,
3A,244,WX-WW,GRWA,AHY,,Morelia A,15-Jan-05,63,22.2,11.8,,,
3A,249,XY-BY,GRWA,AHY,,Morelia,14-Jan-05,65.5,21.6,13.2,,,
3A,250,XB-BW,GRWA,HY,,Morelia,14-Jan-05,64.5,21.5,12.6,,,
3A,251,RX-BW,GRWA,HY,,Morelia A,16-Jan-05,59.5,21.7,12.2,,,
4A,327,RY-XY,HISP,HY,F,Morelia,12-Feb-05,79,20.6,26.2,,,
4A,331,RW-XY,HISP,HY,M,Morelia,13-Feb-05,80,20.6,24.3,,,
4A,332,RB-XY,HISP,HY,M,Morelia,13-Feb-05,77,19,22.9,,,
6A,11,X-,HITR,AHY,F,Morelia A,14-Jan-05,140,17.8,77.5,,,
8A,31,X-,HLCU,AHY,,Morelia,12-Jan-05,133.5,38.7,109.9,,,
8A,32,X-,HLCU,AHY,,Morelia A,14-Jan-05,137,38.3,99.3,,,
8A,38,X-,HLCU,AHY,,Morelia A,15-Feb-05,133.5,37.9,97.1,,,
1202,29652,X-,MACU,AHY,,Morelia,13-Jan-05,123,28.1,49.5,,,
1202,29655,X-,MACU,AHY,,Morelia A,14-Jan-05,129.5,29.1,56.6,,,
1202,29685,X-,MACU,HY,,Morelia,13-Feb-05,126.5,28,49.8,,,
2240,21839,XR-BW,MAWA,HY,,Morelia,12-Jan-05,57.5,18.5,7.8,0,0,
1781,50311,X-,NOMO,SY,,Morelia A,15-Feb-05,105,32,41,,,
1781,50336,X-,NOMO,AHY,,Morelia,17-Nov-04,93.5,30.6,36.4,,,
1781,50337,X-,NOMO,AHY,,Morelia,18-Nov-04,101,32,42.1,,,
1781,50338,X-,NOMO,AHY,,Morelia A,18-Nov-04,101,31.2,51.8,,,
1781,50339,X-,NOMO,AHY,,Morelia A,19-Nov-04,92.5,28.8,35.4,,,
1781,50362,X-,NOMO,AHY,,Morelia,12-Feb-05,92,30,40.4,,,
1781,50363,X-,NOMO,AHY,,Morelia,13-Feb-05,95.5,29.5,31,,,
1781,50364,X-,NOMO,AHY,,Morelia,14-Feb-05,102.5,29.5,38.5,,,
1781,50365,X-,NOMO,AHY,,Morelia A,14-Feb-05,99.5,31.5,35.5,,,
1781,50366,X-,NOMO,AHY,,Morelia A,16-Feb-05,108,28.3,41.4,,,
2240,21863,RX-BY,NOPA,HY,F,Morelia,13-Feb-05,54.5,16.8,6.8,0,0,
1771,12113,XR-RR,OVEN,AHY,,Morelia,16-Nov-04,71.5,21,17.2,0,0,
1771,12113,XR-RR,OVEN,AHY,,Morelia,18-Nov-04,,,,,,
1771,12113,XR-RR,OVEN,AHY,,Morelia,13-Feb-05,71,21.6,17.5,1,1,
1771,12118,XB-WY,OVEN,SY,,Morelia A,19-Nov-04,75,21,18,1,2,
1771,12123,XY-BY,OVEN,SY,,Morelia,16-Nov-04,75.5,20.4,19.9,0,1,
1771,12123,XY-BY,OVEN,SY,,Morelia,13-Jan-05,76.5,20.4,17.6,0,0,
1771,12128,XY-WW,OVEN,AHY,,Morelia,12-Jan-05,75.5,22.7,20.6,2,0,
1771,12129,XB-YB,OVEN,SY,,Morelia,13-Feb-05,77,22.4,18.6,1,1,
1771,12130,XY-YR,OVEN,SY,,Morelia,12-Jan-05,80,23.3,21,2,1,
1771,12131,XB-WB,OVEN,SY,,Morelia A,14-Jan-05,73,21.8,17.9,1,1,
1771,12135,XY-BW,OVEN,SY,,Morelia,16-Nov-04,76.5,21.7,20.4,1,2,
1771,12150,RX-YY,OVEN,AHY,,Morelia,14-Jan-05,74.5,21.5,19.8,2,1,
1771,12182,XW-BW,OVEN,AHY,,Morelia,16-Nov-04,71.5,21.6,17.9,2,0,
1771,12182,XW-BW,OVEN,AHY,,Morelia,13-Feb-05,72,22,17.5,1,2,
1771,12183,RX-WW,OVEN,AHY,,Morelia,16-Nov-04,75.5,22.1,17.2,1,0,
1771,12183,RX-WW,OVEN,AHY,,Morelia,13-Feb-05,75.5,22.1,17.2,0,0,
1771,12183,RX-WW,OVEN,HY,,Morelia A,20-Nov-04,,,,,,
1771,12183,RX-WW,OVEN,AHY,,Morelia A,16-Jan-05,75.5,22.1,17.8,0,0,
1771,12184,XR-WW,OVEN,HY,,Morelia,17-Nov-04,72.5,22.8,18.4,0,1,
1771,12185,XY-YW,OVEN,HY,,Morelia,17-Nov-04,71.5,21.3,17.9,0,2,
1771,12186,XW-WY,OVEN,HY,,Morelia,17-Nov-04,69.5,21.4,16.4,1,0,
1771,12186,XW-WY,OVEN,HY,,Morelia,13-Jan-05,70,21.4,16.9,1,2,
1771,12186,XW-WY,OVEN,HY,,Morelia A,16-Feb-05,70,21.4,16.2,0,3,
1771,12187,XY-YB,OVEN,HY,,Morelia,17-Nov-04,73,22,18.3,0,1,
1771,12188,XR-WR,OVEN,HY,,Morelia,17-Nov-04,78,22.3,18.8,0,1,
1771,12189,XR-BY,OVEN,HY,,Morelia,17-Nov-04,72,22.1,17.5,0,0,
1771,12189,XR-BY,OVEN,HY,,Morelia,14-Feb-05,72,22.1,16.8,0,0,
1771,12190,XR-WY,OVEN,AHY,,Morelia,17-Nov-04,75,21.8,18.5,1,2,
1771,12190,XR-WY,OVEN,AHY,,Morelia A,15-Jan-05,75,21.8,16.4,0,0,
1771,12191,XR-WB,OVEN,AHY,,Morelia,18-Nov-04,70.5,21.1,17.6,0,1,
1771,12191,XR-WB,OVEN,AHY,,Morelia,14-Feb-05,70.5,21.2,16.5,1,0,
1771,12192,BW-XR,OVEN,HY,,Morelia A,18-Nov-04,77,22.6,18.9,1,2,
1771,12193,BY-XR,OVEN,HY,,Morelia A,18-Nov-04,76.5,21.9,20.2,1,1,
1771,12194,BR-XR,OVEN,HY,,Morelia A,18-Nov-04,73,21.1,20.1,1,0,
1771,12195,WB-XR,OVEN,AHY,,Morelia A,18-Nov-04,74,23.2,20.5,1,1,
1771,12195,WB-XR,OVEN,AHY,,Morelia,13-Feb-05,74.5,23.4,19.7,1,0,
1771,12195,WB-XR,OVEN,AHY,,Morelia A,14-Jan-05,74.5,23.3,18.4,1,1,
1771,12196,XY-BR,OVEN,AHY,,Morelia A,18-Nov-04,71.5,22.5,17.2,0,0,
1771,12197,BX-WY,OVEN,AHY,,Morelia A,18-Nov-04,70.5,21.4,17,0,1,
1771,12197,BX-WY,OVEN,AHY,,Morelia A,15-Jan-05,70.5,21.4,18,0,0,
1771,12198,XW-YB,OVEN,AHY,,Morelia A,19-Nov-04,74,22,18.5,0,1,
1771,12199,BX-YW,OVEN,HY,,Morelia A,19-Nov-04,77,23,18.6,1,2,
1771,12200,BX-BW,OVEN,AHY,,Morelia A,19-Nov-04,68.5,21.6,16.1,1,1,
1771,12200,BX-BW,OVEN,AHY,,Morelia A,15-Feb-05,69,21.7,17,1,2,
