"spp.code","site","band.pre","band.suf","colors","age","sex","date","wing","tarsus","mass","fat","pec","notes","year","year.num","beak","date2","site.age.init","site.age","band","status.focals","spp","status2","hab1","diet"
"AMRE","La Cueva","2240","21574","RB-XB","HY","F","10-Nov-04",61,17.1,8,"2",1,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2240-21574","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21597","XR-RB","HY",NA,"14-Nov-04",60,17.2,7.2,"0",1,NA,"2004-2005",2004,NA,2004-11-14,5,6,"2240-21597","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21552","YB-XR","HY","F","7-Jan-04",61,17.5,6.8,"0",0,NA,"2003-2004",2003,NA,2004-01-07,5,5,"2240-21552","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21804","BY-RX","HY",NA,"16-Nov-04",59.5,17.3,6.6,"0",0,NA,"2004-2005",2004,NA,2004-11-16,10,11,"2240-21804","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21589","RX-BY","AHY","F","15-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-15,5,7,"2240-21589","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21591","YX-BW","HY",NA,"8-Jan-05",58.5,17.5,7.2,"1",1,NA,"2004-2005",2004,NA,2005-01-08,5,6,"2240-21591","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21534","BR-RX","HY","F","21-Nov-03",60,17.3,8,"0",1,NA,"2003-2004",2003,NA,2003-11-21,10,10,"2240-21534","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21598","XR-YB","HY","M","14-Nov-04",61,17.9,6.7,"0",0,NA,"2004-2005",2004,NA,2004-11-14,5,6,"2240-21598","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21977","X-","HY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"2240-21977","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21831","RX-BW","HY",NA,"8-Jan-05",58,16,5.9,"0",0,NA,"2004-2005",2004,NA,2005-01-08,5,6,"2240-21831","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21933","XY-YR","HY",NA,"24-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-24,5,8,"2240-21933","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21513","BY-XW","SY","F","12-Jan-05",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2005-01-12,5,6,"2240-21513","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21564","XY-RR","AHY","F","24-Feb-04",60,17.3,7.6,"1",0,NA,"2003-2004",2003,NA,2004-02-24,10,10,"2240-21564","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21522","WX-YB","AHY","F","15-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-15,5,9,"2240-21522","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21979","X-","HY",NA,"9-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-09,2,6,"2240-21979","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21893","RW-XY","AHY","F","19-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-19,10,12,"2240-21893","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21826","XR-RY","HY","F","6-Jan-05",59,17.4,6.9,"0",0,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2240-21826","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21589","RX-BY","HY","F","14-Nov-04",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2004-11-14,5,6,"2240-21589","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21952","RY-XB","HY",NA,"17-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-17,10,13,"2240-21952","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21553","YB-XB","HY","F","8-Jan-04",58,16.9,7.1,"0",0,NA,"2003-2004",2003,NA,2004-01-08,10,10,"2240-21553","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21810","BX-BW","HY",NA,"19-Nov-04",56.5,16.5,6.5,"0",0,NA,"2004-2005",2004,NA,2004-11-19,10,11,"2240-21810","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21879","XW-WY","HY","F","12-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-12,2,4,"2240-21879","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21540","XY-BY","HY","F","23-Nov-03",58,17.9,7,"0",0,NA,"2003-2004",2003,NA,2003-11-23,10,10,"2240-21540","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21926","RB-XY","HY","F","21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"2240-21926","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21572","WW-XY","HY","F","9-Nov-04",61,16.8,7.5,"1",1,NA,"2004-2005",2004,NA,2004-11-09,2,3,"2240-21572","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21522","WX-YB","ASY","F","18-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-18,5,7,"2240-21522","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21515","YW-BX","AHY","F","10-Nov-03",58,17,7.7,"2",2,NA,"2003-2004",2003,NA,2003-11-10,5,5,"2240-21515","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21801","XR-BW","HY","F","15-Nov-04",58,17.6,7.4,"0",0,NA,"2004-2005",2004,NA,2004-11-15,5,6,"2240-21801","mig","American Redstart","M","EF","I"
"AMRE","El Corral","2240","21841","RY-XR","AHY","F","19-Feb-05",59,17.2,7.3,"0",0,NA,"2004-2005",2004,NA,2005-02-19,20,21,"2240-21841","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21824","XR-YR","HY","M","7-Jan-05",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2005-01-07,2,3,"2240-21824","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21550","XW-WW","AHY","F","7-Jan-04",62.5,17.5,6.4,"0",1,NA,"2003-2004",2003,NA,2004-01-07,5,5,"2240-21550","mig","American Redstart","M","EF","I"
"AMRE","El Corral","2240","21844","YX-BY","HY","M","20-Jan-05",61,16.8,7.2,"0",0,NA,"2004-2005",2004,NA,2005-01-20,20,21,"2240-21844","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21807","XR-YW","HY",NA,"18-Nov-04",60.5,17,7.1,"0",0,NA,"2004-2005",2004,NA,2004-11-18,10,11,"2240-21807","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21925","WY-XR","AHY","F","21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"2240-21925","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21983","X-","AHY","F","11-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-11,5,9,"2240-21983","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21536","BW-XY","HY","F","22-Nov-03",57,16.6,7.2,"0",1,NA,"2003-2004",2003,NA,2003-11-22,10,10,"2240-21536","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21808","BX-BW","HY",NA,"18-Nov-04",58,17.7,8.2,"0",0,NA,"2004-2005",2004,NA,2004-11-18,10,11,"2240-21808","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21806","XR-WY","HY",NA,"18-Nov-04",61,17,7.4,"0",0,NA,"2004-2005",2004,NA,2004-11-18,10,11,"2240-21806","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21932","RR-RX","HY",NA,"24-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-24,5,8,"2240-21932","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21535","XY-BW","HY","F","22-Nov-03",59,17.3,6.1,"0",0,NA,"2003-2004",2003,NA,2003-11-22,10,10,"2240-21535","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21838","XY-BR","AHY","F","12-Jan-05",58,17.4,7.5,"1",1,NA,"2004-2005",2004,NA,2005-01-12,10,11,"2240-21838","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21536","BW-XY","HY","F","22-Feb-04",57,17.1,6.4,"0",0,NA,"2003-2004",2003,NA,2004-02-22,5,5,"2240-21536","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21803","XW-BW","HY",NA,"14-Feb-05",58.5,16.7,5.9,"0",0,NA,"2004-2005",2004,NA,2005-02-14,10,11,"2240-21803","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21923","YW-XW","HY","F","21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"2240-21923","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21876","WR-XW","AHY","M","11-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-11,2,4,"2240-21876","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21943","XB-WY","HY",NA,"30-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-30,10,13,"2240-21943","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21978","X-","HY","M","9-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-09,2,6,"2240-21978","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21546","XR-RR","HY","F","19-Feb-04",58,17.4,7,"1",2,NA,"2003-2004",2003,NA,2004-02-19,2,2,"2240-21546","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21901","WR-XR","AHY","F","16-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-16,5,7,"2240-21901","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21931","XB-WB","HY",NA,"24-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-24,5,8,"2240-21931","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21522","WX-YB","ASY","F","18-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-18,5,7,"2240-21522","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21825","XR-RW","HY","F","6-Jan-05",58,17.2,6.8,"0",0,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2240-21825","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21825","XR-RW","HY","F","6-Jan-05",58,17.2,6.8,"0",0,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2240-21825","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21532","WX-BR","HY","F","21-Nov-03",60,16.3,7.2,"0",0,NA,"2003-2004",2003,NA,2003-11-21,10,10,"2240-21532","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21571","WW-XR","HY","F","10-Nov-04",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2240-21571","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21849","RR-XW","HY","M","8-Feb-05",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2005-02-08,5,6,"2240-21849","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21803","XW-BW","HY",NA,"16-Nov-04",58.5,16.4,7.3,"2",1,NA,"2004-2005",2004,NA,2004-11-16,10,11,"2240-21803","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21986","X-","HY","F","13-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-13,5,9,"2240-21986","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21805","XR-BR","HY","M","17-Nov-04",60.5,17,7.2,"0",0,NA,"2004-2005",2004,NA,2004-11-17,10,11,"2240-21805","mig","American Redstart","M","EF","I"
"AMRE","Morelia","2240","21942","YX-WB","HY","M","16-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-16,10,13,"2240-21942","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21522","WX-YB","ASY","F","18-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-18,5,7,"2240-21522","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21940","RX-WB","HY","M","27-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-27,5,8,"2240-21940","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21513","BY-XW","SY","F","7-Jan-05",60,17.8,6.8,"0",0,NA,"2004-2005",2004,NA,2005-01-07,2,3,"2240-21513","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21589","RX-BY","HY","F","9-Jan-05",60,16.6,6.1,"0",0,NA,"2004-2005",2004,NA,2005-01-09,5,6,"2240-21589","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21571","WW-XR","HY","F","6-Feb-05",64,16,6.8,"0",0,NA,"2004-2005",2004,NA,2005-02-06,2,3,"2240-21571","mig","American Redstart","M","EF","I"
"AMRE","La Cueva","2240","21577","XR-WB","HY",NA,"10-Nov-04",60,16.2,7.3,"2",2,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2240-21577","mig","American Redstart","M","EF","I"
"AMRE","La Caoba","2240","21984","X-","AHY","M","12-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-12,5,9,"2240-21984","mig","American Redstart","M","EF","I"
"ANPI","Morelia","4A","351","X-Y","AHY","M","18-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-18,10,12,"4A-351",NA,"Antillean Piculet","R","DF","I"
"ANPI","El Corral","4A","296","R-X","AHY","F","18-Jan-05",71,18,27.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-18,20,21,"4A-296",NA,"Antillean Piculet","R","DF","I"
"ANPI","La Caoba","4A","250","X-R","AHY","M","22-Feb-04",65,17.5,NA,NA,NA,NA,"2003-2004",2003,NA,2004-02-22,5,5,"4A-250",NA,"Antillean Piculet","R","DF","I"
"ANPI","Morelia","4A","377","Y-X","ASY","F","19-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-19,10,12,"4A-377",NA,"Antillean Piculet","R","DF","I"
"ANPI","La Caoba","4A","396","X-G","AHY","F","24-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-24,5,8,"4A-396",NA,"Antillean Piculet","R","DF","I"
"ANPI","La Caoba","4A","448","X-","AHY","F","11-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-11,5,9,"4A-448",NA,"Antillean Piculet","R","DF","I"
"BANA","La Cueva","2370","3821","X-","AHY",NA,"7-Feb-05",51.5,15.5,8.1,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"2370-3821","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33283","X-","HY",NA,"23-Feb-04",49.5,14.3,6.7,NA,NA,NA,"2003-2004",2003,NA,2004-02-23,10,10,"2280-33283","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14023","X-","AHY",NA,"10-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-10,2,5,"2430-14023","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14255","X-","HY",NA,"14-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-14,5,8,"2430-14255","res","Bananaquit","R","EF","N"
"BANA","El Corral","2430","14366","X-","HY",NA,"1-Mar-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-03-01,20,23,"2430-14366","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14259","X-","AHY",NA,"14-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-14,5,8,"2430-14259","res","Bananaquit","R","EF","N"
"BANA","El Corral","2430","14119","X-","SY",NA,"23-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-23,20,22,"2430-14119","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14384","X-","HY",NA,"13-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-13,5,9,"2430-14384","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33659","X-","AHY",NA,"11-Nov-04",50.5,14.4,7.7,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2280-33659","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78599","X-","AHY",NA,"6-Jan-04",51.5,14.8,8.8,NA,NA,NA,"2003-2004",2003,NA,2004-01-06,5,5,"2250-78599","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78560","X-","HY",NA,"10-Nov-03",54.5,16.5,8.8,NA,NA,NA,"2003-2004",2003,NA,2003-11-10,5,5,"2250-78560","res","Bananaquit","R","EF","N"
"BANA","Morelia","2250","78444","X-","HY",NA,"19-Nov-04",53,15.8,6.8,NA,NA,NA,"2004-2005",2004,NA,2004-11-19,10,11,"2250-78444","res","Bananaquit","R","EF","N"
"BANA","El Corral","2430","14206","X-","AHY",NA,"2-Dec-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-12-02,20,23,"2430-14206","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33663","X-","AHY",NA,"11-Nov-04",52.5,14.7,7,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2280-33663","res","Bananaquit","R","EF","N"
"BANA","La Caoba",NA,"460","X-","AHY",NA,"17-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-17,5,7,"NA-460","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33761","X-","AHY",NA,"16-Nov-04",49.5,15.2,6.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-16,5,6,"2280-33761","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14225","X-","AHY",NA,"8-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-08,2,5,"2430-14225","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14079","X-","AHY",NA,"19-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-19,10,12,"2430-14079","res","Bananaquit","R","EF","N"
"BANA","El Corral","2430","14121","X-","ASY",NA,"23-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-23,20,22,"2430-14121","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14395","X-","HY",NA,"10-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-10,2,6,"2430-14395","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"496","X-","AHY",NA,"12-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-12,2,4,"NA-496","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14223","X-","AHY",NA,"8-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-08,2,5,"2430-14223","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95970","X-","AHY",NA,"15-Jan-05",51,15.3,8,NA,NA,NA,"2004-2005",2004,NA,2005-01-15,10,11,"2220-95970","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33760","X-","AHY",NA,"16-Nov-04",53,15.9,7.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-16,5,6,"2280-33760","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14413","X-","HY",NA,"13-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-13,5,9,"2430-14413","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33707","X-","AHY",NA,"13-Nov-04",52,15.6,7.6,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33707","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14333","X-","HY",NA,"18-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-18,2,5,"2430-14333","res","Bananaquit","R","EF","N"
"BANA","El Corral","2220","95988","X-","AHY",NA,"19-Jan-05",49.5,14.9,7,NA,NA,NA,"2004-2005",2004,NA,2005-01-19,20,21,"2220-95988","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14226","X-","HY",NA,"8-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-08,2,5,"2430-14226","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14230","X-","HY",NA,"9-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-09,2,5,"2430-14230","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14484","X-","AHY",NA,"12-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-12,5,9,"2430-14484","res","Bananaquit","R","EF","N"
"BANA","Morelia","2250","78442","X-","AHY",NA,"19-Nov-04",51,16.3,7.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-19,10,11,"2250-78442","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78691","X-","HY",NA,"6-Jan-04",53.5,15.8,7.4,NA,NA,NA,"2003-2004",2003,NA,2004-01-06,5,5,"2250-78691","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14384","X-","HY",NA,"5-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-05,2,6,"2430-14384","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33755","X-","HY",NA,"15-Nov-04",54.5,15.8,6.9,NA,NA,NA,"2004-2005",2004,NA,2004-11-15,5,6,"2280-33755","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95945","X-","HY",NA,"12-Jan-05",54.5,16,8.2,NA,NA,NA,"2004-2005",2004,NA,2005-01-12,10,11,"2220-95945","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3819","X-","HY",NA,"7-Feb-05",54,16.2,7.7,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"2370-3819","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95907","X-","AHY",NA,"10-Feb-05",54.5,16.3,7.9,NA,NA,NA,"2004-2005",2004,NA,2005-02-10,5,6,"2220-95907","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78471","X-","HY",NA,"4-Jan-05",54,16.2,7.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-04,2,3,"2250-78471","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2370","3841","X-","AHY",NA,"10-Feb-05",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2005-02-10,5,6,"2370-3841","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33285","X-","HY",NA,"24-Feb-04",52.5,15.3,8.8,NA,NA,NA,"2003-2004",2003,NA,2004-02-24,10,10,"2280-33285","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33794","X-","AHY",NA,"18-Nov-04",54,15.2,7.9,NA,NA,NA,"2004-2005",2004,NA,2004-11-18,10,11,"2280-33794","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14254","X-","AHY",NA,"14-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-14,5,8,"2430-14254","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95957","X-","AHY",NA,"13-Jan-05",54.5,15.8,7.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-13,10,11,"2220-95957","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33660","X-","AHY",NA,"11-Nov-04",53.5,16,8,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2280-33660","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14141","X-","AHY",NA,"22-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-22,2,5,"2430-14141","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14096","X-","AHY",NA,"12-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-12,2,4,"2430-14096","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14396","X-","HY",NA,"6-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-06,2,6,"2430-14396","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33647","X-","AHY",NA,"10-Nov-04",49,16.1,7.5,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2280-33647","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14388","X-","AHY",NA,"10-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-10,2,6,"2430-14388","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14279","X-","AHY",NA,"17-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-17,10,13,"2430-14279","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33665","X-","AHY",NA,"11-Nov-04",55.5,16.5,7.7,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2280-33665","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14231","X-","AHY",NA,"9-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-09,2,5,"2430-14231","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14080","X-","AHY",NA,"19-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-19,10,12,"2430-14080","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95927","X-","AHY",NA,"11-Jan-05",53.5,15,9.6,NA,NA,NA,"2004-2005",2004,NA,2005-01-11,5,6,"2220-95927","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78483","X-","AHY",NA,"5-Jan-05",51.5,15.3,NA,NA,NA,NA,"2004-2005",2004,NA,2005-01-05,2,3,"2250-78483","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14023","X-","AHY",NA,"17-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-17,5,7,"2430-14023","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95912","X-","AHY",NA,"9-Jan-05",48.5,15.1,8.6,NA,NA,NA,"2004-2005",2004,NA,2005-01-09,5,6,"2220-95912","res","Bananaquit","R","EF","N"
"BANA","El Corral","2250","78470","X-","HY",NA,"24-Nov-04",57,16.4,7.7,NA,NA,NA,"2004-2005",2004,NA,2004-11-24,20,21,"2250-78470","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78689","X-","HY",NA,"6-Jan-04",52.5,15.5,7.6,NA,NA,NA,"2003-2004",2003,NA,2004-01-06,5,5,"2250-78689","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33219","X-","HY",NA,"8-Jan-04",54.5,16.2,6.9,NA,NA,NA,"2003-2004",2003,NA,2004-01-08,10,10,"2280-33219","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33209","X-","HY",NA,"8-Jan-04",49,15.9,8.2,NA,NA,NA,"2003-2004",2003,NA,2004-01-08,10,10,"2280-33209","res","Bananaquit","R","EF","N"
